anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios,contaminacion
955,132214,5267.69,2.1286,253029350,256824514,11.81,13158,europa,34239.38
956,132445,5271.0,2.1286,253658138,257463527,11.82,12350,asia,34256.9
957,132670,5274.56,2.1286,254288098,258103673,11.82,12680,africa,34274.42
958,132908,5278.11,2.1286,254919121,258744959,11.82,12237,europa,34291.94
959,133178,5281.37,2.1286,255551315,259387399,11.82,10691,europa,34309.45
960,133453,5284.9,2.1286,256184574,260030926,11.82,10117,africa,34326.96
961,133726,5288.14,2.1286,256819003,260675562,11.82,9958,africa,34344.45
962,134004,7291.37,2.1286,257454603,261321311,11.83,9394,africa,34361.93
963,134298,5295.4,2.1286,258091267,261968136,11.83,8255,europa,34379.43
964,134550,5298.6,2.1286,258729102,262616049,11.83,9756,africa,34396.92
965,134808,5302.06,2.1286,259368001,263265099,11.83,9382,europa,34414.4
966,135032,5305.51,2.1286,260008071,263915249,11.83,10886,europa,34431.88
967,135286,5308.95,2.1286,260649312,264566571,11.83,9560,asia,34449.35
968,135488,5312.37,2.1286,261291617,265219057,11.84,11996,asia,34466.82
969,135670,5315.78,2.1286,261935093,265872712,11.84,13317,asia,34484.29
970,135873,5319.18,2.1286,262579740,266527588,11.84,12872,europa,34501.74
971,136117,5322.56,2.1286,263225450,267183690,11.84,11250,europa,34519.19
972,136371,5326.21,2.1286,263872332,267840940,11.84,10795,africa,34536.65
973,136650,5329.56,2.1286,264520384,268499325,11.84,9465,asia,34554.09
974,136929,5332.38,2.1286,265169607,269158845,11.84,9126,asia,34571.51
975,137201,5336.25,2.1286,265819895,269819470,11.85,9197,europa,34588.93
976,137490,5339.57,2.1286,266471353,270481239,11.85,8099,europa,34606.35
977,137775,5343.15,2.1286,267123981,271144101,11.85,7877,europa,34623.78
978,138052,5346.45,2.1286,267777781,271808091,11.85,7879,africa,34641.19
979,138270,5349.47,2.1286,268432751,272473218,11.85,10437,africa,34658.57
980,138507,5353.27,2.1286,269088786,273139524,11.85,9776,africa,34675.98
981,138716,5356.8,2.1286,269745991,273807016,11.86,11203,asia,34693.38
982,138947,5360.31,2.1286,270404367,274475727,11.86,10501,asia,34710.78
983,139175,5363.28,2.1286,271063913,275145630,11.86,10792,asia,34728.15
984,139379,5366.77,2.1286,271724631,275816730,11.86,12099,europa,34745.53
985,139577,5370.25,2.1286,272386519,276489056,11.86,12841,africa,34762.9
986,139801,5373.71,2.1286,273049578,277162613,11.86,12016,asia,34780.27
987,140045,5377.17,2.1286,273713808,277837372,11.86,11290,asia,34797.64
988,140269,5380.08,2.1286,274379208,278513338,11.86,12322,asia,34814.97
989,140460,5383.77,2.1286,275045779,279190505,11.86,14089,africa,34832.32
990,140700,5386.92,2.1286,275713521,279868943,11.87,12311,asia,34849.65
991,140973,5390.58,2.1286,276382433,280548563,11.87,10781,asia,34866.99
992,141226,5393.71,2.1286,277052517,281229356,11.87,11556,europa,34884.31
993,141466,5397.35,2.1286,277723771,281911314,11.87,12136,asia,34901.63
994,141739,5400.71,2.1286,278396195,282594485,11.87,10629,asia,34918.95
995,142035,5404.33,2.1286,279069791,283278798,11.87,9332,europa,34936.28
996,142285,5407.67,2.1286,279744557,283964256,11.88,11131,asia,34953.59
997,142564,5411.25,2.1286,280420494,284650914,11.88,9774,africa,34970.91
998,142798,5414.57,2.1286,281097602,285338738,11.88,11629,asia,34988.22
999,143048,5417.87,2.1286,281775880,286027780,11.88,11092,europa,35005.53
