anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios,contaminacion
1,1109,1318.88,1.0251,13450,58070,1.2,0,ninguno,65.28
2,1173,1279.65,1.0503,16781,65589,1.47,0,ninguno,127.97
3,1229,1247.41,1.0756,20090,72671,1.75,0,ninguno,188.44
4,1279,1231.65,1.101,23370,79446,1.98,0,ninguno,247.52
5,1325,1215.06,1.1265,26673,86011,2.19,0,ninguno,305.19
6,1369,1215.97,1.1521,29996,92431,2.33,0,ninguno,362.33
7,1410,1221.01,1.1778,33395,98769,2.45,0,ninguno,419.15
8,1449,1230.28,1.2036,36869,105057,2.55,0,ninguno,475.86
9,1488,1239.21,1.2295,40420,111358,2.63,0,ninguno,532.44
10,1526,1252.42,1.2555,44109,117702,2.7,0,ninguno,589.11
11,1564,1265.33,1.2816,47938,124121,2.77,0,ninguno,645.85
12,1602,1277.95,1.3078,51911,130614,2.84,0,ninguno,702.65
13,1641,1299.43,1.3341,56030,137212,2.87,0,ninguno,759.95
14,1679,1320.59,1.3605,60300,143913,2.9,0,ninguno,817.72
15,1719,1341.44,1.387,64721,150748,2.94,0,ninguno,875.94
16,1758,1357.5,1.4136,69368,157715,2.99,0,ninguno,934.38
17,1798,1382.28,1.4403,74174,164816,3.01,0,ninguno,993.46
18,1839,1406.75,1.4671,79143,172078,3.03,0,ninguno,1053.16
19,1881,1422.07,1.494,84351,179501,3.09,0,ninguno,1113.02
20,1923,1446.02,1.521,89804,187084,3.11,0,ninguno,1173.47
21,1966,1474.08,1.5481,95432,194826,3.13,0,ninguno,1234.7
22,2010,1493.16,1.5753,101315,202757,3.17,0,ninguno,1296.26
23,2055,1512.07,1.6026,107458,210875,3.22,0,ninguno,1358.15
24,2100,1543.74,1.63,113789,219149,3.22,0,ninguno,1420.98
25,2146,1566.6,1.6575,120390,227609,3.25,0,ninguno,1484.32
26,2193,1593.55,1.6851,127269,236254,3.28,0,ninguno,1548.36
27,2241,1616.13,1.7128,134430,245112,3.31,0,ninguno,1612.87
28,2289,1642.81,1.7406,141881,254153,3.34,0,ninguno,1678.06
29,2339,1665.21,1.7685,149627,263406,3.37,0,ninguno,1743.71
30,2389,1691.73,1.7965,157673,272870,3.4,0,ninguno,1810.01
31,2440,1718.19,1.8246,166027,282543,3.43,0,ninguno,1876.96
32,2492,1748.72,1.8528,174694,292425,3.44,0,ninguno,1944.75
33,2545,1775.17,1.8811,183680,302514,3.47,0,ninguno,2013.18
34,2599,1801.67,1.9095,192992,312840,3.5,0,ninguno,2082.23
35,2654,1828.25,1.938,202635,323402,3.53,0,ninguno,2151.9
36,2710,1858.94,1.9666,212615,334197,3.55,0,ninguno,2222.4
37,2766,1889.74,1.9723,222940,345225,3.58,0,ninguno,2293.72
38,2824,1894.69,1.9781,233590,356486,3.66,0,ninguno,2364.57
39,2882,1907.39,1.9839,244470,367977,3.73,0,ninguno,2435.34
40,2941,1916.2,1.9897,255580,379728,3.81,0,ninguno,2505.84
41,3001,1925.02,1.9955,267020,391709,3.88,0,ninguno,2576.07
42,3062,1933.88,2.0013,278694,403978,3.96,0,ninguno,2646.04
43,3124,1939.19,2.0072,290702,416503,4.04,0,ninguno,2715.57
44,3187,1955.33,2.0131,302946,429285,4.1,0,ninguno,2785.2
45,3250,1967.89,2.019,315528,442320,4.17,0,ninguno,2854.76
46,3315,1980.5,2.0249,328348,455640,4.23,0,ninguno,2924.24
47,3380,1989.76,2.0308,341510,469242,4.31,0,ninguno,2993.49
48,3446,2.53,2.0368,354914,483126,4.37,0,asia,3062.68
49,3513,15.39,2.0428,368662,497291,4.44,0,europa,3131.82
50,3581,31.64,2.0488,382757,511735,4.49,0,europa,3201.07
51,3650,44.74,2.0548,397201,526458,4.56,0,europa,3270.27
52,3720,54.8,2.0608,411996,541518,4.63,0,europa,3339.28
53,3791,74.51,2.0669,427040,556854,4.67,0,asia,3408.58
54,3863,91.19,2.073,442438,572495,4.73,0,africa,3478.01
55,3936,108.0,2.0791,458193,588440,4.78,0,africa,3547.57
56,4009,121.93,2.0852,474306,604716,4.84,0,africa,3617.13
57,4084,142.07,2.0913,490779,621296,4.89,0,asia,3686.99
58,4160,159.37,2.0975,507614,638205,4.94,0,europa,3757.01
59,4236,176.86,2.1037,524814,655443,4.99,0,asia,3827.2
60,4314,197.44,2.1099,542379,673010,5.03,0,africa,3897.7
61,4392,215.32,2.1161,560419,690903,5.08,0,europa,3968.38
62,4472,236.25,2.1223,578829,709152,5.13,0,africa,4039.39
63,4553,254.54,2.1286,597612,727756,5.17,0,africa,4110.59
64,4634,275.84,2.1286,616769,746712,5.22,0,asia,4182.14
65,4717,290.58,2.1286,636352,766022,5.27,0,europa,4253.7
66,4800,308.09,2.1286,656255,785681,5.32,0,africa,4325.42
67,4885,322.88,2.1286,676583,805721,5.38,0,africa,4397.15
68,4970,340.37,2.1286,697230,826109,5.43,0,asia,4469.02
69,5057,355.22,2.1286,718303,846875,5.48,0,europa,4540.92
70,5144,372.71,2.1286,739696,868047,5.53,0,africa,4612.96
71,5233,387.61,2.1286,761514,889594,5.58,0,africa,4685.01
72,5322,405.1,2.1286,783758,911514,5.63,0,africa,4757.22
73,5413,422.59,2.1286,806321,933838,5.68,0,asia,4829.56
74,5504,442.59,2.1286,829310,956562,5.72,0,asia,4902.17
75,5597,460.07,2.1286,852724,979687,5.77,0,europa,4974.93
76,5690,477.55,2.1286,876565,1003211,5.81,0,asia,5047.82
77,5785,495.01,2.1286,900831,1027163,5.86,0,europa,5120.84
78,5880,519.71,2.1286,925416,1051511,5.89,0,europa,5194.36
79,5977,539.54,2.1286,950427,1076285,5.93,0,europa,5268.12
80,6075,559.33,2.1286,975864,1101483,5.97,0,africa,5342.13
81,6173,574.36,2.1286,1001833,1127133,6.02,50,europa,5416.14
82,6272,596.38,2.1286,1028227,1153205,6.06,48,europa,5490.5
83,6372,618.32,2.1286,1055048,1179729,6.09,46,europa,5565.2
84,6473,640.19,2.1286,1082294,1206702,6.13,44,africa,5640.24
85,6575,659.7,2.1286,1109966,1234125,6.17,42,asia,5715.49
86,6679,681.4,2.1286,1138170,1261995,6.21,40,africa,5791.06
87,6784,705.25,2.1286,1166799,1290310,6.24,39,europa,5867.06
88,6890,726.77,2.1286,1195855,1319099,6.27,39,asia,5943.37
89,6997,745.98,2.1286,1225442,1348361,6.31,38,europa,6019.86
90,7105,771.65,2.1286,1255456,1378095,6.34,37,europa,6096.86
91,7214,792.86,2.1286,1286001,1408299,6.38,36,europa,6174.13
92,7324,816.09,2.1286,1316972,1439002,6.41,36,asia,6251.79
93,7435,837.05,2.1286,1348475,1470203,6.45,35,europa,6329.71
94,7547,860.0,2.1286,1380404,1501901,6.48,34,asia,6407.98
95,7660,882.8,2.1286,1412865,1534095,6.51,33,asia,6486.6
96,7773,907.54,2.1286,1445859,1566783,6.54,33,asia,6565.66
97,7888,930.04,2.1286,1479384,1599995,6.57,32,africa,6645.04
98,8004,950.32,2.1286,1513442,1633729,6.61,31,africa,6724.63
99,8121,976.56,2.1286,1547925,1667985,6.64,31,europa,6804.72
100,8239,1000.58,2.1286,1582941,1702759,6.67,30,europa,6885.2
101,8357,1024.41,2.1286,1618488,1738053,6.7,29,europa,6966.06
102,8477,1048.04,2.1286,1654568,1773894,6.73,29,asia,7047.27
103,8598,1071.47,2.1286,1691180,1810252,6.76,28,europa,7128.84
104,8719,1092.72,2.1286,1728430,1847184,6.79,28,africa,7210.64
105,8842,1119.64,2.1286,1766213,1884631,6.81,27,europa,7292.96
106,8966,1142.44,2.1286,1804528,1922651,6.84,27,europa,7375.58
107,9090,1166.95,2.1286,1843375,1961212,6.87,26,europa,7458.59
108,9215,1191.22,2.1286,1882754,2000344,6.9,26,europa,7541.97
109,9342,1213.34,2.1286,1922772,2040046,6.93,25,africa,7625.61
110,9469,1239.01,2.1286,1963321,2080316,6.96,25,europa,7709.68
111,9597,1262.54,2.1286,2004403,2121183,6.98,24,africa,7794.08
112,9727,1287.69,2.1286,2046124,2162616,7.01,24,asia,7878.88
113,9857,1310.71,2.1286,2088377,2204644,7.04,23,asia,7963.97
114,9988,1333.47,2.1286,2131268,2247266,7.07,23,africa,8049.34
115,10119,1357.79,2.1286,2174798,2290480,7.09,22,europa,8135.05
116,10252,1383.65,2.1286,2218860,2334287,7.12,22,africa,8221.19
117,10386,1405.61,2.1286,2263560,2378685,7.15,21,africa,8307.56
118,10520,1427.28,2.1286,2308900,2423732,7.18,21,europa,8394.14
119,10655,1454.03,2.1286,2354771,2469368,7.2,20,asia,8481.17
120,10791,1476.93,2.1286,2401281,2515622,7.22,20,africa,8568.46
121,10928,1501.29,2.1286,2448429,2562492,7.25,20,africa,8656.09
122,11066,1523.6,2.1286,2496216,2610009,7.28,19,asia,8743.95
123,11205,1547.34,2.1286,2544642,2658140,7.3,19,africa,8832.1
124,11344,1569.04,2.1286,2593706,2706914,7.33,18,africa,8920.45
125,11484,1592.16,2.1286,2643409,2756331,7.36,18,europa,9009.06
126,11625,1614.96,2.1286,2693751,2806390,7.38,18,europa,9097.91
127,11767,1639.13,2.1286,2744730,2857090,7.4,17,europa,9187.07
128,11909,1661.31,2.1286,2796349,2908460,7.43,17,africa,9276.43
129,12052,1684.83,2.1286,2848606,2960469,7.45,17,asia,9366.06
130,12196,1706.36,2.1286,2901502,3013146,7.48,16,africa,9455.87
131,12340,1729.22,2.1286,2955036,3066491,7.51,16,africa,9545.91
132,12486,1751.76,2.1286,3009209,3120503,7.53,16,africa,9636.16
133,12632,1772.33,2.1286,3064127,3175180,7.56,15,asia,9726.53
134,12778,1794.19,2.1286,3119683,3230552,7.58,15,africa,9817.08
135,12925,1815.73,2.1286,3175878,3286588,7.61,15,asia,9907.78
136,13073,1836.93,2.1286,3232818,3343318,7.63,15,africa,9998.63
137,13221,1857.8,2.1286,3290397,3400740,7.65,14,africa,10089.61
138,13370,1878.34,2.1286,3348721,3458855,7.68,14,europa,10180.69
139,13520,1900.12,2.1286,3407683,3517661,7.7,14,asia,10271.94
140,13670,1920.0,2.1286,3467390,3577157,7.73,14,europa,10363.26
141,13821,1941.11,2.1286,3527736,3637373,7.75,13,asia,10454.71
142,13972,1960.34,2.1286,3588827,3698278,7.78,13,asia,10546.2
143,14124,1980.77,2.1286,3650556,3759902,7.8,13,europa,10637.79
144,14276,2002.4,2.1286,3713031,3822213,7.82,13,asia,10729.53
145,14429,2019.15,2.1286,3776250,3885272,7.85,12,asia,10821.18
146,14582,2041.59,2.1286,3840108,3949017,7.87,12,europa,10913.03
147,14736,2060.71,2.1286,3904711,4013478,7.89,12,europa,11004.9
148,14890,2076.53,2.1286,3970059,4078685,7.92,12,europa,11096.64
149,15044,2097.94,2.1286,4036046,4144607,7.94,11,africa,11188.52
150,15199,2116.08,2.1286,4102777,4211244,7.96,11,asia,11280.39
151,15354,2133.91,2.1286,4170254,4278626,7.99,11,africa,11372.21
152,15509,2152.86,2.1286,4238476,4346721,8.01,11,africa,11464.05
153,15665,2168.63,2.1286,4307442,4415590,8.04,11,europa,11555.76
154,15821,2188.36,2.1286,4377047,4485172,8.06,10,asia,11647.53
155,15978,2206.36,2.1286,4447398,4555497,8.08,10,asia,11739.27
156,16134,2224.05,2.1286,4518493,4626563,8.1,10,asia,11830.96
157,16291,2240.02,2.1286,4590333,4698372,8.12,10,europa,11922.54
158,16449,2257.09,2.1286,4662918,4770923,8.15,10,africa,12014.04
159,16606,2273.86,2.1286,4736249,4844214,8.17,9,asia,12105.45
160,16763,2288.94,2.1286,4810324,4918277,8.19,9,europa,12196.7
161,16921,2306.48,2.1286,4885144,4993082,8.21,9,asia,12287.9
162,17079,2320.99,2.1286,4960710,5068626,8.24,9,africa,12378.91
163,17237,2336.58,2.1286,5037020,5144942,8.26,9,asia,12469.79
164,17395,2351.87,2.1286,5114075,5221997,8.28,9,asia,12560.51
165,17553,2366.89,2.1286,5191875,5299823,8.3,8,africa,12651.06
166,17711,2381.63,2.1286,5270421,5378420,8.32,8,europa,12741.44
167,17869,2397.42,2.1286,5349711,5457756,8.34,8,africa,12831.7
168,18027,2410.31,2.1286,5429747,5537864,8.37,8,asia,12921.69
169,18186,2424.24,2.1286,5510527,5618741,8.39,8,africa,13011.48
170,18344,2439.2,2.1286,5592052,5700358,8.41,8,africa,13101.1
171,18502,2452.62,2.1286,5674323,5782745,8.43,7,europa,13190.5
172,18660,2467.06,2.1286,5757338,5865903,8.45,7,africa,13279.71
173,18817,2478.71,2.1286,5841098,5949831,8.47,7,asia,13368.61
174,18975,2491.38,2.1286,5925604,6034530,8.49,7,asia,13457.25
175,19133,2505.07,2.1286,6010854,6120000,8.51,7,asia,13545.67
176,19290,2517.27,2.1286,6096850,6206211,8.53,7,europa,13633.82
177,19447,2530.47,2.1286,6183590,6293193,8.55,7,europa,13721.74
178,19604,2540.98,2.1286,6271076,6380946,8.57,7,europa,13809.3
179,19761,2551.28,2.1286,6359413,6469472,8.59,6,europa,13896.5
180,19917,2565.01,2.1286,6448494,6558738,8.61,6,africa,13983.5
181,20073,2574.89,2.1286,6538321,6648778,8.63,6,asia,14070.12
182,20229,2586.98,2.1286,6628893,6739590,8.65,6,africa,14156.48
183,20385,2597.66,2.1286,6720210,6831146,8.67,6,africa,14242.5
184,20540,2608.14,2.1286,6812272,6923474,8.69,6,asia,14328.18
185,20694,2618.42,2.1286,6905079,7016546,8.71,6,africa,14413.51
186,20849,2628.52,2.1286,6998631,7110393,8.73,6,asia,14498.48
187,21002,2638.43,2.1286,7092928,7204984,8.75,5,asia,14583.1
188,21156,2648.16,2.1286,7187970,7300352,8.77,5,asia,14667.35
189,21309,2657.71,2.1286,7283757,7396464,8.78,5,africa,14751.24
190,21461,2667.09,2.1286,7380289,7493354,8.8,5,europa,14834.74
191,21613,2675.16,2.1286,7477566,7590990,8.82,5,europa,14917.82
192,21764,2684.21,2.1286,7575588,7689375,8.84,5,africa,15000.51
193,21915,2694.23,2.1286,7674249,7788508,8.86,5,europa,15082.87
194,22065,2701.84,2.1286,7773654,7888390,8.87,5,africa,15164.78
195,22214,2710.43,2.1286,7873805,7989022,8.89,5,africa,15246.3
196,22363,2717.76,2.1286,7974701,8090405,8.91,5,asia,15327.36
197,22511,2726.05,2.1286,8076341,8192510,8.93,5,africa,15408.03
198,22658,2732.02,2.1286,8178727,8295366,8.94,4,asia,15488.18
199,22805,2740.05,2.1286,8281751,8398977,8.96,4,europa,15567.93
200,22951,2747.95,2.1286,8385520,8503311,8.98,4,africa,15647.28
201,23096,2754.64,2.1286,8490035,8608370,8.99,4,africa,15726.16
202,23240,2761.22,2.1286,8595294,8714154,9.01,4,asia,15804.58
203,23384,2767.69,2.1286,8701192,8820696,9.03,4,europa,15882.53
204,23527,2774.05,2.1286,8807835,8927936,9.04,4,europa,15960.02
205,23669,2779.26,2.1286,8915223,9035903,9.06,4,europa,16037.0
206,23809,2785.42,2.1286,9023249,9144600,9.08,4,africa,16113.5
207,23949,2790.44,2.1286,9132021,9254000,9.09,4,europa,16189.5
208,24088,2797.46,2.1286,9241431,9364101,9.11,4,europa,16265.08
209,24227,2802.31,2.1286,9351586,9474905,9.12,4,africa,16340.14
210,24364,2807.09,2.1286,9462379,9586443,9.14,4,africa,16414.69
211,24500,2810.77,2.1286,9573918,9698686,9.15,3,asia,16488.67
212,24635,2816.42,2.1286,9686095,9811606,9.17,3,europa,16562.2
213,24769,2822.0,2.1286,9798911,9925204,9.18,3,africa,16635.27
214,24902,2825.5,2.1286,9912365,10039511,9.2,3,europa,16707.78
215,25034,2829.94,2.1286,10026565,10154499,9.21,3,asia,16779.78
216,25165,2833.33,2.1286,10141403,10270168,9.23,3,asia,16851.23
217,25294,2837.66,2.1286,10256879,10386490,9.24,3,europa,16922.18
218,25423,2841.95,2.1286,10372994,10503497,9.26,3,europa,16992.64
219,25550,2845.2,2.1286,10489748,10621159,9.27,3,africa,17062.55
220,25676,2848.42,2.1286,10607140,10739509,9.28,3,asia,17131.92
221,25801,2851.6,2.1286,10725171,10858488,9.3,3,asia,17200.76
222,25925,2854.75,2.1286,10843841,10978127,9.31,3,europa,17269.06
223,26047,2856.9,2.1286,10963149,11098397,9.32,3,europa,17336.79
224,26168,2859.03,2.1286,11083095,11219331,9.34,3,asia,17403.94
225,26288,2862.11,2.1286,11203680,11340899,9.35,3,asia,17470.57
226,26407,2864.2,2.1286,11324798,11463103,9.36,3,europa,17536.65
227,26524,2867.24,2.1286,11446554,11585915,9.38,2,asia,17602.21
228,26640,2868.37,2.1286,11568948,11709336,9.39,2,asia,17667.17
229,26754,2870.44,2.1286,11691875,11833368,9.4,2,asia,17731.59
230,26867,2872.5,2.1286,11815440,11958013,9.41,2,europa,17795.46
231,26979,2872.7,2.1286,11939537,12083273,9.43,2,asia,17858.7
232,27089,2873.83,2.1286,12064273,12209118,9.44,2,asia,17921.37
233,27198,2875.9,2.1286,12189542,12335551,9.45,2,africa,17983.51
234,27305,2876.13,2.1286,12315342,12462574,9.46,2,europa,18045.05
235,27411,2876.38,2.1286,12441781,12590188,9.47,2,africa,18105.98
236,27516,2878.47,2.1286,12568752,12718335,9.48,52,europa,18166.4
237,27618,2878.76,2.1286,12696255,12847045,9.5,50,europa,18226.24
238,27718,2879.98,2.1286,12824290,12976324,9.51,48,europa,18285.53
239,27817,2879.41,2.1286,12952858,13106142,9.52,46,africa,18344.21
240,27915,2879.77,2.1286,13081957,13236502,9.53,45,africa,18402.32
241,28011,2878.38,2.1286,13211589,13367434,9.54,43,africa,18459.77
242,28106,2879.69,2.1286,13341646,13498881,9.55,41,europa,18516.72
243,28199,2879.26,2.1286,13472236,13630843,9.56,39,africa,18573.08
244,28292,2877.99,2.1286,13603358,13763325,9.57,39,europa,18628.81
245,28382,2877.64,2.1286,13734905,13896324,9.58,38,asia,18683.96
246,28471,2877.33,2.1286,13866985,14029816,9.59,37,asia,18738.55
247,28558,2877.06,2.1286,13999490,14163801,9.6,36,asia,18792.58
248,28644,2874.23,2.1286,14132528,14298281,9.61,36,africa,18845.93
249,28727,2874.06,2.1286,14265991,14433228,9.62,35,europa,18898.73
250,28809,2873.94,2.1286,14399880,14568646,9.63,35,europa,18951.01
251,28889,2871.29,2.1286,14534194,14704535,9.64,34,africa,19002.62
252,28970,2870.41,2.1286,14668935,14840868,9.65,33,asia,19053.68
253,29051,2868.74,2.1286,14804101,14977644,9.66,33,africa,19104.15
254,29133,2867.12,2.1286,14939693,15114863,9.66,32,europa,19154.03
255,29215,2864.72,2.1286,15075710,15252523,9.67,31,africa,19203.29
256,29298,2863.23,2.1286,15212154,15390595,9.68,31,asia,19251.99
257,29380,2861.81,2.1286,15349023,15529078,9.69,30,africa,19300.13
258,29463,2859.62,2.1286,15486317,15667972,9.7,30,africa,19347.68
259,29546,2856.65,2.1286,15624038,15807306,9.71,29,africa,19394.61
260,29630,2856.27,2.1286,15762077,15947051,9.72,29,asia,19441.05
261,29713,2854.29,2.1286,15900543,16087175,9.73,28,asia,19486.92
262,29797,2853.21,2.1286,16039434,16227709,9.74,28,europa,19532.29
263,29880,2851.38,2.1286,16178751,16368653,9.75,27,asia,19577.11
264,29964,2849.62,2.1286,16318387,16510007,9.76,27,africa,19621.39
265,30048,2848.76,2.1286,16458449,16651770,9.76,26,asia,19665.19
266,30132,2846.33,2.1286,16598936,16793943,9.77,26,africa,19708.43
267,30217,2844.79,2.1286,16739850,16936524,9.78,25,africa,19751.17
268,30301,2844.97,2.1286,16881082,17079514,9.79,25,europa,19793.48
269,30385,2842.78,2.1286,17022741,17222913,9.8,24,asia,19835.26
270,30470,2841.47,2.1286,17164825,17366721,9.81,24,europa,19876.56
271,30554,2841.05,2.1286,17307335,17510907,9.82,23,africa,19917.43
272,30639,2839.9,2.1286,17450164,17655532,9.83,23,asia,19957.83
273,30724,2838.83,2.1286,17593418,17800565,9.83,23,africa,19997.78
274,30809,2838.63,2.1286,17737099,17946006,9.84,22,europa,20037.31
275,30894,2837.71,2.1286,17881205,18091825,9.85,22,europa,20076.4
276,30979,2836.07,2.1286,18025737,18238083,9.86,21,asia,20115.03
277,31065,2836.89,2.1286,18170588,18384748,9.87,21,europa,20153.3
278,31150,2836.19,2.1286,18315865,18531820,9.87,21,asia,20191.16
279,31236,2835.57,2.1286,18461568,18679300,9.88,20,africa,20228.61
280,31321,2835.81,2.1286,18607696,18827187,9.89,20,asia,20265.69
281,31407,2835.34,2.1286,18754250,18975481,9.9,19,europa,20302.39
282,31493,2835.72,2.1286,18901124,19124183,9.9,19,asia,20338.73
283,31579,2836.17,2.1286,19048423,19273291,9.91,19,africa,20374.73
284,31665,2835.91,2.1286,19196148,19422807,9.92,18,europa,20410.36
285,31751,2835.72,2.1286,19344298,19572759,9.93,18,europa,20445.63
286,31838,2835.6,2.1286,19492875,19723117,9.93,18,europa,20480.54
287,31924,2837.09,2.1286,19641770,19873882,9.94,17,africa,20515.17
288,32011,2837.11,2.1286,19791091,20025083,9.95,17,europa,20549.45
289,32098,2837.2,2.1286,19940838,20176690,9.96,17,europa,20583.4
290,32184,2837.35,2.1286,20091011,20328702,9.96,16,africa,20617.01
291,32271,2839.09,2.1286,20241610,20481121,9.97,16,europa,20650.38
292,32358,2839.37,2.1286,20392634,20633976,9.98,16,europa,20683.42
293,32446,2839.71,2.1286,20544084,20787237,9.98,16,europa,20716.15
294,32533,2840.87,2.1286,20695853,20940931,9.99,15,africa,20748.62
295,32621,2842.09,2.1286,20848048,21095032,10.0,15,asia,20780.81
296,32708,2842.62,2.1286,21000668,21249567,10.0,15,africa,20812.71
297,32796,2843.96,2.1286,21153715,21404507,10.01,14,asia,20844.36
298,32884,2845.35,2.1286,21307187,21559852,10.02,14,europa,20875.76
299,32972,2846.05,2.1286,21461085,21715631,10.02,14,asia,20906.89
300,33060,2847.55,2.1286,21615408,21871815,10.03,14,europa,20937.77
301,33148,2848.37,2.1286,21770157,22028433,10.04,13,europa,20968.39
302,33236,2849.97,2.1286,21925332,22185485,10.04,13,europa,20998.78
303,33325,2850.89,2.1286,22080933,22342972,10.05,13,africa,21028.91
304,33414,2854.08,2.1286,22236853,22500862,10.05,13,europa,21058.9
305,33502,2855.11,2.1286,22393199,22659185,10.06,12,africa,21088.64
306,33591,2856.92,2.1286,22549970,22817943,10.07,12,asia,21118.17
307,33680,2858.78,2.1286,22707167,22977103,10.07,12,europa,21147.49
308,33770,2860.68,2.1286,22864790,23136697,10.08,12,europa,21176.62
309,33859,2861.9,2.1286,23022838,23296723,10.08,12,africa,21205.52
310,33948,2863.89,2.1286,23181313,23457183,10.09,11,europa,21234.23
311,34038,2865.93,2.1286,23340213,23618045,10.1,11,europa,21262.75
312,34128,2868.01,2.1286,23499538,23779339,10.1,11,asia,21291.09
313,34218,2870.12,2.1286,23659290,23941066,10.11,11,europa,21319.25
314,34308,2872.28,2.1286,23819467,24103224,10.11,11,africa,21347.23
315,34398,2874.48,2.1286,23980070,24265815,10.12,10,africa,21375.05
316,34488,2876.72,2.1286,24141098,24428837,10.12,10,africa,21402.7
317,34578,2879.0,2.1286,24302553,24592291,10.13,10,africa,21430.18
318,34669,2881.31,2.1286,24464433,24756178,10.13,10,africa,21457.5
319,34760,2883.65,2.1286,24626738,24920495,10.14,10,asia,21484.67
320,34851,2886.03,2.1286,24789470,25085243,10.15,59,asia,21511.68
321,34941,2888.45,2.1286,24952627,25250422,10.15,57,africa,21538.54
322,35031,2890.89,2.1286,25116210,25416063,10.16,55,asia,21565.25
323,35122,2893.37,2.1286,25280219,25582135,10.16,53,europa,21591.82
324,35213,2896.59,2.1286,25444653,25748639,10.17,51,asia,21618.29
325,35304,2899.13,2.1286,25609513,25915573,10.17,49,asia,21644.61
326,35396,2901.69,2.1286,25774799,26082969,10.18,48,africa,21670.8
327,35488,2904.29,2.1286,25940510,26250793,10.18,46,europa,21696.85
328,35579,2907.61,2.1286,26106648,26419048,10.19,44,europa,21722.81
329,35671,2908.86,2.1286,26273317,26587763,10.19,42,africa,21748.57
330,35764,2912.23,2.1286,26440412,26756908,10.2,40,europa,21774.24
331,35856,2915.63,2.1286,26607933,26926481,10.2,39,asia,21799.82
332,35949,2918.35,2.1286,26775879,27096514,10.21,38,asia,21825.28
333,36043,2921.79,2.1286,26944252,27266975,10.21,37,africa,21850.66
334,36136,2924.56,2.1286,27113050,27437893,10.22,37,africa,21875.92
335,36230,2928.04,2.1286,27282273,27609240,10.22,36,asia,21901.1
336,36323,2930.16,2.1286,27451923,27781044,10.23,35,africa,21926.13
337,36417,2933.68,2.1286,27621998,27953307,10.23,35,europa,21951.09
338,36511,2936.53,2.1286,27792605,28125996,10.24,34,africa,21975.93
339,36604,2940.08,2.1286,27963638,28299113,10.24,33,asia,22000.71
340,36698,2943.65,2.1286,28135097,28472688,10.25,33,africa,22025.41
341,36792,2945.87,2.1286,28306981,28646721,10.25,32,europa,22049.98
342,36887,2949.47,2.1286,28479292,28821210,10.26,32,asia,22074.48
343,36981,2953.09,2.1286,28652028,28996156,10.26,31,africa,22098.91
344,37076,2955.35,2.1286,28825296,29171559,10.27,30,asia,22123.21
345,37170,2958.99,2.1286,28998989,29347387,10.27,30,europa,22147.45
346,37265,2962.64,2.1286,29173109,29523673,10.28,39,asia,22171.63
347,37359,2966.31,2.1286,29347654,29700415,10.28,47,europa,22195.74
348,37454,2969.31,2.1286,29522625,29877615,10.28,45,europa,22219.76
349,37548,2972.99,2.1286,29698022,30055270,10.29,53,africa,22243.73
350,37643,2976.69,2.1286,29873950,30233382,10.29,51,asia,22267.64
351,37739,2979.72,2.1286,30050305,30411951,10.3,49,europa,22291.46
352,37834,2983.44,2.1286,30227085,30590974,10.3,57,europa,22315.22
353,37930,2987.82,2.1286,30404291,30770453,10.31,65,europa,22338.97
354,38026,2990.22,2.1286,30582029,30950387,10.31,63,africa,22362.6
355,38122,2994.62,2.1286,30760193,31130776,10.32,71,asia,22386.2
356,38217,2998.36,2.1286,30938783,31311619,10.32,78,africa,22409.76
357,38313,3001.44,2.1286,31117798,31492949,10.32,86,africa,22433.23
358,38409,3005.19,2.1286,31297345,31674733,10.33,83,asia,22456.66
359,38505,3008.29,2.1286,31477318,31856973,10.33,110,africa,22480.0
360,38601,3012.71,2.1286,31657717,32039667,10.34,117,asia,22503.33
361,38697,3015.15,2.1286,31838648,32222845,10.34,131,europa,22526.55
362,38793,3019.57,2.1286,32020005,32406479,10.35,159,asia,22549.75
363,38890,3024.0,2.1286,32201787,32590567,10.35,153,asia,22572.94
364,38986,3027.11,2.1286,32384102,32775139,10.35,175,asia,22596.05
365,39082,3031.54,2.1286,32566842,32960166,10.36,198,africa,22619.16
366,39179,3034.66,2.1286,32750008,33145678,10.36,220,europa,22642.18
367,39275,3037.78,2.1286,32933706,33331673,10.37,240,europa,22665.13
368,39371,3042.21,2.1286,33117830,33518123,10.37,293,africa,22688.07
369,39467,3045.98,2.1286,33302380,33705058,10.37,326,asia,22710.96
370,39564,3049.75,2.1286,33487462,33892447,10.38,312,asia,22733.81
371,39661,3053.53,2.1286,33672969,34080321,10.38,351,europa,22756.63
372,39758,3057.94,2.1286,33858902,34268677,10.39,381,europa,22779.43
373,39852,3061.07,2.1286,34045368,34457488,10.39,476,europa,22802.16
374,39949,3065.48,2.1286,34232259,34646785,10.39,454,asia,22824.88
375,40046,3069.25,2.1286,34419576,34836567,10.4,432,europa,22847.55
376,40145,3073.65,2.1286,34607425,35026801,10.4,412,asia,22870.22
377,40238,3077.41,2.1286,34795699,35217547,10.41,670,africa,22892.85
378,40331,3081.17,2.1286,34984506,35408752,10.41,797,africa,22915.44
379,40422,3085.56,2.1286,35173739,35600445,10.41,946,africa,22938.02
380,40512,3088.67,2.1286,35363503,35792628,10.42,1074,europa,22960.53
381,40604,3093.05,2.1286,35553694,35985304,10.42,1116,asia,22983.03
