anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios
452,227125,4385.38,1.0454,106483582,218738079,9.06,128,europa
453,227842,4391.58,1.0454,107004129,219810039,9.06,129,europa
454,228562,4397.75,1.0454,107526297,220885398,9.06,129,africa
455,229284,4403.88,1.0454,108050137,221964154,9.06,129,europa
456,230007,4409.97,1.0454,108575649,223046303,9.06,130,america
457,230733,4415.88,1.0454,109102834,224131905,9.06,130,africa
458,231461,4422.17,1.0454,109631640,225220925,9.07,131,africa
459,232192,4428.28,1.0454,110162118,226313392,9.07,131,america
460,232924,4434.35,1.0454,110694269,227409301,9.07,132,europa
461,233659,4440.24,1.0454,111228144,228508683,9.07,132,europa
462,234396,4446.51,1.0454,111763692,229611502,9.07,133,africa
463,235135,4452.74,1.0454,112300913,230717817,9.07,133,america
464,235876,4458.65,1.0454,112839859,231827625,9.07,134,america
465,236620,4464.8,1.0454,113380477,232940953,9.07,134,africa
466,237365,4470.91,1.0454,113922820,234057769,9.07,135,america
467,238113,4476.98,1.0454,114466888,235178131,9.07,135,america
468,238864,4483.14,1.0454,115012629,236302036,9.08,136,africa
469,239616,4489.13,1.0454,115560094,237429479,9.08,137,europa
470,240371,4495.36,1.0454,116109285,238560490,9.08,137,africa
471,241128,4501.4,1.0454,116660200,239695065,9.08,138,europa
472,241887,4507.41,1.0454,117212892,240833201,9.08,139,america
473,242649,4513.51,1.0454,117767310,241974927,9.08,139,africa
474,243412,4519.71,1.0454,118323452,243120268,9.08,140,africa
475,244179,4525.86,1.0454,118881371,244269193,9.08,141,africa
476,244947,4531.71,1.0454,119441068,245421759,9.08,141,america
477,245718,4538.05,1.0454,120002489,246577962,9.08,142,europa
478,246491,4544.09,1.0454,120565687,247737801,9.09,143,africa
479,247266,4550.22,1.0454,121130663,248901271,9.09,144,africa
480,248043,4556.31,1.0454,121697416,250068402,9.09,145,europa
481,248823,4562.49,1.0454,122265946,251239221,9.09,145,europa
482,249606,4568.63,1.0454,122836253,252413723,9.09,146,africa
483,250390,4574.6,1.0454,123408389,253591936,9.09,147,europa
484,251177,4580.66,1.0454,123982303,254773858,9.09,148,africa
485,251967,4586.81,1.0454,124558046,255959485,9.09,149,america
486,252758,4593.06,1.0454,125135566,257148845,9.09,150,europa
487,253552,4598.99,1.0454,125714916,258341965,9.09,151,america
488,254349,4605.15,1.0454,126296095,259538813,9.09,152,europa
489,255147,4611.28,1.0454,126879103,260739444,9.1,153,europa
490,255949,4617.36,1.0454,127463941,261943828,9.1,154,africa
491,256752,4623.39,1.0454,128050608,263152019,9.1,155,america
492,257558,4629.39,1.0454,128639157,264364017,9.1,156,america
493,258366,4635.61,1.0454,129229535,265579817,9.1,156,africa
494,259176,4641.79,1.0454,129821743,266799418,9.1,156,europa
495,259989,4647.93,1.0454,130415833,268022847,9.1,157,america
496,260804,4653.89,1.0454,131011804,269250130,9.1,157,africa
497,261622,4660.21,1.0454,131609604,270481265,9.1,157,africa
498,262442,4666.35,1.0454,132209287,271716279,9.1,157,europa
499,263265,4672.45,1.0454,132810851,272955168,9.11,157,europa
500,264090,4678.25,1.0454,133414348,274197960,9.11,157,america
501,264918,4684.53,1.0454,134019728,275444622,9.11,158,africa
502,265748,4690.76,1.0454,134626989,276695211,9.11,158,europa
503,266581,4696.7,1.0454,135236184,277949723,9.11,158,africa
504,267416,4702.85,1.0454,135847261,279208186,9.11,158,europa
505,268254,4708.96,1.0454,136460272,280470597,9.11,158,africa
506,269094,4715.15,1.0454,137075217,281736952,9.11,158,europa
507,269937,4721.31,1.0454,137692043,283007279,9.11,159,europa
508,270782,4727.29,1.0454,138310804,284281605,9.11,159,america
509,271630,4733.36,1.0454,138931550,285559926,9.11,159,africa
510,272481,4739.65,1.0454,139554231,286842240,9.12,159,europa
511,273333,4745.76,1.0454,140178846,288128573,9.12,159,america
512,274189,4751.71,1.0454,140805446,289418953,9.12,160,africa
513,275047,4757.86,1.0454,141433981,290713377,9.12,160,europa
514,275908,4764.1,1.0454,142064502,292011840,9.12,160,europa
515,276771,4770.17,1.0454,142697009,293314371,9.12,160,africa
516,277637,4776.2,1.0454,143331503,294620995,9.12,161,america
517,278505,4782.32,1.0454,143967982,295931711,9.12,161,africa
518,279376,4788.51,1.0454,144606448,297246515,9.12,161,america
519,280249,4794.67,1.0454,145246900,298565434,9.12,162,europa
520,281126,4800.78,1.0454,145889338,299888495,9.12,162,europa
521,282004,4806.73,1.0454,146533815,301215694,9.13,162,africa
522,282886,4812.88,1.0454,147180278,302547059,9.13,162,europa
523,283770,4818.99,1.0454,147828780,303882586,9.13,163,america
524,284656,4825.18,1.0454,148479320,305222272,9.13,163,europa
525,285546,4831.33,1.0454,149131898,306566145,9.13,163,america
526,286438,4837.43,1.0454,149786515,307914230,9.13,164,america
527,287332,4843.62,1.0454,150443170,309266524,9.13,164,africa
528,288230,4849.76,1.0454,151101864,310623056,9.13,164,africa
529,289130,4855.62,1.0454,151762649,311983850,9.13,165,america
530,290032,4861.92,1.0454,152425472,313348874,9.13,165,europa
531,290937,4868.06,1.0454,153090386,314718155,9.13,165,europa
532,291846,4874.15,1.0454,153757339,316091751,9.14,166,europa
533,292756,4880.21,1.0454,154426382,317469626,9.14,166,europa
534,293670,4886.34,1.0454,155097516,318851808,9.14,167,africa
535,294586,4892.55,1.0454,155770741,320238294,9.14,167,america
536,295505,4898.59,1.0454,156446108,321629111,9.14,167,america
537,296426,4904.72,1.0454,157123567,323024285,9.14,168,africa
538,297351,4910.92,1.0454,157803116,324423814,9.14,168,america
539,298278,4917.07,1.0454,158484808,325827693,9.14,169,america
540,299208,4923.19,1.0454,159168644,327235949,9.14,169,america
541,300141,4929.38,1.0454,159854570,328648610,9.14,170,europa
542,301076,4935.41,1.0454,160542639,330065700,9.14,170,europa
543,302014,4941.4,1.0454,161232903,331487219,9.14,171,africa
544,302955,4947.69,1.0454,161925311,332913132,9.15,171,america
545,303899,4953.83,1.0454,162619861,334343526,9.15,172,america
546,304846,4960.04,1.0454,163316555,335778368,9.15,172,america
547,305795,4965.98,1.0454,164015444,337217682,9.15,173,europa
548,306748,4972.22,1.0454,164716528,338661468,9.15,174,europa
549,307703,4978.3,1.0454,165419755,340109781,9.15,174,africa
550,308661,4984.46,1.0454,166125177,341562617,9.15,175,europa
551,309621,4990.58,1.0454,166832795,343019974,9.15,175,africa
552,310585,4996.76,1.0454,167542660,344481849,9.15,176,america
553,311552,5002.79,1.0454,168254721,345948297,9.15,177,europa
554,312521,5009.01,1.0454,168968977,347419314,9.15,177,america
555,313493,5015.18,1.0454,169685480,348894899,9.15,178,africa
556,314469,5021.31,1.0454,170404231,350375078,9.16,179,africa
557,315447,5027.51,1.0454,171125177,351859875,9.16,180,europa
558,316428,5033.55,1.0454,171848371,353349318,9.16,180,africa
559,317412,5039.78,1.0454,172573813,354843375,9.16,181,europa
560,318399,5045.85,1.0454,173301554,356342070,9.16,182,america
561,319389,5051.99,1.0454,174031543,357845432,9.16,183,africa
562,320381,5058.2,1.0454,174763779,359353485,9.16,184,europa
563,321377,5064.26,1.0454,175498316,360866228,9.16,185,africa
564,322376,5070.38,1.0454,176235152,362383685,9.16,185,africa
565,323377,5076.46,1.0454,176974288,363905854,9.16,186,europa
566,324382,5082.61,1.0454,177715723,365432762,9.16,187,america
567,325390,5088.83,1.0454,178459459,366964403,9.16,188,america
568,326400,5094.89,1.0454,179205494,368500835,9.17,189,africa
569,327414,5101.14,1.0454,179953830,370042025,9.17,190,europa
570,328431,5107.22,1.0454,180704517,371587998,9.17,191,europa
571,329450,5113.38,1.0454,181457504,373138811,9.17,192,europa
572,330473,5119.49,1.0454,182212844,374694431,9.17,194,africa
573,331499,5125.67,1.0454,182970535,376254884,9.17,195,europa
574,332527,5131.81,1.0454,183730579,377820195,9.17,195,africa
575,333558,5137.9,1.0454,184492974,379390362,9.17,195,america
576,334592,5143.95,1.0454,185257774,380965413,9.17,195,america
577,335630,5150.28,1.0454,186024926,382545342,9.17,195,america
578,336671,5156.35,1.0454,186794483,384130176,9.17,195,america
579,337715,5162.49,1.0454,187566391,385719941,9.17,196,america
580,338762,5168.8,1.0454,188340704,387314633,9.17,196,africa
581,339812,5174.95,1.0454,189117422,388914279,9.18,196,europa
582,340865,5180.96,1.0454,189896543,390518904,9.18,196,europa
583,341922,5187.14,1.0454,190678070,392128506,9.18,196,europa
584,342982,5193.38,1.0454,191462052,393743080,9.18,197,america
585,344044,5199.58,1.0454,192248439,395362682,9.18,197,europa
586,345111,5205.62,1.0454,193037283,396987309,9.18,197,europa
587,346180,5211.84,1.0454,193828584,398616956,9.18,197,europa
588,347252,5217.9,1.0454,194622341,400251680,9.18,198,africa
589,348328,5224.03,1.0454,195418554,401891477,9.18,198,africa
590,349407,5230.33,1.0454,196217225,403536344,9.18,198,europa
591,350489,5236.47,1.0454,197018352,405186305,9.18,198,europa
592,351574,5242.47,1.0454,197821987,406841388,9.18,199,america
593,352662,5248.74,1.0454,198628132,408501590,9.19,199,europa
594,353754,5254.86,1.0454,199436734,410166965,9.19,199,europa
595,354849,5261.04,1.0454,200247844,411837480,9.19,199,africa
596,355947,5267.17,1.0454,201061463,413513192,9.19,200,africa
597,357049,5273.37,1.0454,201877644,415194065,9.19,200,america
598,358154,5279.52,1.0454,202696333,416880156,9.19,200,africa
599,359262,5285.53,1.0454,203517584,418571492,9.19,201,america
600,360373,5291.9,1.0454,204341343,420268037,9.19,201,america
601,361488,5297.92,1.0454,205167664,421969850,9.19,201,america
602,362606,5304.11,1.0454,205996545,423676924,9.19,202,america
603,363727,5310.24,1.0454,206827988,425389287,9.19,202,europa
604,364851,5316.44,1.0454,207661993,427106964,9.19,202,africa
605,365979,5322.49,1.0454,208498610,428829953,9.19,203,america
606,367111,5328.8,1.0454,209337789,430558248,9.2,203,america
607,368245,5334.97,1.0454,210179581,432291905,9.2,203,america
608,369383,5341.09,1.0454,211023987,434030921,9.2,204,america
609,370525,5347.27,1.0454,211871006,435775322,9.2,204,africa
610,371669,5353.5,1.0454,212720639,437525102,9.2,205,africa
611,372818,5359.59,1.0454,213572885,439280319,9.2,205,europa
612,373969,5365.84,1.0454,214427744,441040967,9.2,205,america
613,375124,5371.94,1.0454,215285269,442807044,9.2,206,america
614,376283,5378.1,1.0454,216145460,444578576,9.2,206,europa
615,377445,5384.41,1.0454,217008265,446355586,9.2,207,europa
616,378610,5390.48,1.0454,217873735,448138102,9.2,207,america
617,379779,5396.6,1.0454,218741923,449926120,9.2,208,africa
618,380951,5402.78,1.0454,219612777,451719665,9.2,208,africa
619,382127,5409.01,1.0454,220486296,453518764,9.2,209,europa
620,383306,5415.2,1.0454,221362534,455323412,9.21,209,europa
621,384489,5421.34,1.0454,222241489,457133634,9.21,210,america
622,385675,5427.54,1.0454,223123163,458949428,9.21,210,america
623,386865,5433.69,1.0454,224007554,460770848,9.21,211,europa
624,388058,5439.9,1.0454,224894664,462597890,9.21,212,europa
625,389255,5446.06,1.0454,225784491,464430580,9.21,212,europa
626,390455,5452.17,1.0454,226677089,466268914,9.21,213,america
627,391659,5458.34,1.0454,227572457,468112918,9.21,214,europa
628,392867,5464.56,1.0454,228470595,469962617,9.21,214,europa
629,394078,5470.64,1.0454,229371504,471818037,9.21,215,europa
630,395292,5476.96,1.0454,230275182,473679173,9.21,216,europa
631,396511,5483.14,1.0454,231181631,475546053,9.21,216,america
632,397733,5489.18,1.0454,232090903,477418700,9.21,217,america
633,398958,5495.47,1.0454,233002945,479297110,9.21,218,america
634,400187,5501.7,1.0454,233917809,481181310,9.22,219,america
635,401420,5507.8,1.0454,234835496,483071326,9.22,219,africa
636,402657,5514.04,1.0454,235756005,484967152,9.22,220,europa
637,403897,5520.24,1.0454,236679337,486868844,9.22,221,europa
638,405140,5526.39,1.0454,237605544,488776397,9.22,222,america
639,406388,5532.59,1.0454,238534573,490689839,9.22,223,america
640,407639,5538.84,1.0454,239466477,492609164,9.22,224,africa
641,408894,5545.05,1.0454,240401256,494534397,9.22,225,africa
642,410153,5551.21,1.0454,241338909,496465564,9.22,226,europa
643,411415,5557.32,1.0454,242279490,498402690,9.22,227,africa
644,412681,5563.58,1.0454,243222945,500345772,9.22,228,africa
645,413951,5569.6,1.0454,244169328,502294865,9.22,229,africa
646,415225,5575.95,1.0454,245118585,504249934,9.22,230,america
647,416502,5582.07,1.0454,246070770,506211034,9.22,231,europa
648,417783,5588.33,1.0454,247025881,508178162,9.23,232,europa
649,419068,5594.36,1.0454,247983972,510151372,9.23,233,africa
650,420357,5600.71,1.0454,248944990,512130630,9.23,234,america
651,421649,5606.84,1.0454,249908987,514115992,9.23,235,africa
652,422945,5613.1,1.0454,250875911,516107453,9.23,235,africa
653,424244,5619.31,1.0454,251845815,518105039,9.23,235,africa
654,425548,5625.48,1.0454,252818697,520108776,9.23,235,america
655,426856,5631.6,1.0454,253794612,522118689,9.23,235,europa
656,428167,5637.86,1.0454,254773506,524134772,9.23,236,america
657,429483,5643.9,1.0454,255755431,526157081,9.23,236,america
658,430802,5650.25,1.0454,256740336,528185612,9.23,236,america
659,432126,5656.46,1.0454,257728272,530220359,9.23,236,europa
660,433453,5662.63,1.0454,258719240,532261378,9.23,237,america
661,434784,5668.75,1.0454,259713292,534308664,9.23,237,africa
662,436120,5675.09,1.0454,260710376,536362244,9.23,237,africa
663,437459,5681.21,1.0454,261710543,538422140,9.24,238,america
664,438802,5687.28,1.0454,262713794,540488379,9.24,238,america
665,440149,5693.58,1.0454,263720129,542560956,9.24,238,africa
666,441501,5699.83,1.0454,264729548,544639898,9.24,239,america
667,442856,5706.03,1.0454,265742051,546725226,9.24,239,america
668,444215,5712.19,1.0454,266757690,548816969,9.24,239,africa
669,445578,5718.39,1.0454,267776413,550915151,9.24,240,africa
670,446946,5724.63,1.0454,268798272,553019768,9.24,240,america
671,448317,5730.91,1.0454,269823267,555130842,9.24,240,europa
672,449693,5737.06,1.0454,270851398,557248402,9.24,241,europa
673,451072,5743.25,1.0454,271882718,559372470,9.24,241,europa
674,452456,5749.48,1.0454,272917173,561503044,9.24,241,europa
675,453843,5755.66,1.0454,273954817,563640177,9.24,242,america
676,455235,5761.8,1.0454,274995650,565783865,9.24,242,europa
677,456631,5768.07,1.0454,276039671,567934133,9.24,243,america
678,458031,5774.29,1.0454,277086881,570091006,9.25,243,africa
679,459435,5780.54,1.0454,278137331,572254479,9.25,244,america
680,460844,5786.67,1.0454,279190969,574424607,9.25,244,europa
681,462256,5792.92,1.0454,280247848,576601384,9.25,244,europa
682,463673,5799.13,1.0454,281307968,578784837,9.25,245,europa
683,465094,5805.29,1.0454,282371381,580974989,9.25,245,europa
684,466519,5811.48,1.0454,283438034,583171866,9.25,246,america
685,467948,5817.63,1.0454,284507981,585375494,9.25,247,america
686,469382,5823.91,1.0454,285581168,587585866,9.25,247,africa
687,470820,5830.22,1.0454,286657648,589803008,9.25,248,america
688,472262,5836.4,1.0454,287737421,592026944,9.25,248,america
689,473708,5842.54,1.0454,288820539,594257699,9.25,249,america
690,475159,5848.79,1.0454,289906950,596495300,9.25,249,africa
691,476614,5855.09,1.0454,290996707,598739739,9.25,250,africa
692,478073,5861.25,1.0454,292089808,600991072,9.25,251,america
693,479536,5867.45,1.0454,293186255,603249294,9.25,251,europa
694,481004,5873.68,1.0454,294286047,605514431,9.26,252,europa
695,482476,5879.79,1.0454,295389237,607786536,9.26,253,africa
696,483953,5886.18,1.0454,296495771,610065575,9.26,253,america
697,485434,5892.27,1.0454,297605704,612351602,9.26,254,america
698,486919,5898.57,1.0454,298719033,614644611,9.26,255,europa
699,488409,5904.82,1.0454,299835761,616944658,9.26,256,africa
700,489903,5911.02,1.0454,300955938,619251737,9.26,256,europa
701,491402,5917.18,1.0454,302079512,621565904,9.26,257,america
702,492905,5923.45,1.0454,303206536,623887151,9.26,258,america
703,494412,5929.67,1.0454,304337010,626215505,9.26,259,europa
704,495924,5935.93,1.0454,305470934,628550961,9.26,260,europa
705,497440,5942.06,1.0454,306608359,630893572,9.26,261,america
706,498961,5948.31,1.0454,307749235,633243364,9.26,262,europa
707,500486,5954.59,1.0454,308893612,635600331,9.26,263,america
708,502016,5960.74,1.0454,310041492,637964528,9.26,263,america
709,503551,5967.0,1.0454,311192873,640335948,9.26,264,america
710,505089,5973.3,1.0454,312347757,642714617,9.27,266,america
711,506633,5979.47,1.0454,313506195,645100560,9.27,267,africa
712,508181,5985.68,1.0454,314668187,647493801,9.27,268,europa
713,509733,5991.91,1.0454,315833733,649894364,9.27,269,europa
714,511291,5998.1,1.0454,317002834,652302274,9.27,270,europa
715,512852,6004.4,1.0454,318175489,654717525,9.27,271,america
716,514419,6010.57,1.0454,319351751,657140172,9.27,272,africa
717,515990,6016.86,1.0454,320531619,659570210,9.27,273,europa
718,517565,6023.01,1.0454,321715094,662007692,9.27,274,europa
719,519144,6029.36,1.0454,322902175,664452614,9.27,274,america
720,520729,6035.5,1.0454,324092863,666905031,9.27,274,america
721,522318,6041.75,1.0454,325287209,669364906,9.27,275,america
722,523912,6047.87,1.0454,326485215,671832324,9.27,275,america
723,525511,6054.18,1.0454,327686879,674307280,9.27,275,europa
724,527115,6060.45,1.0454,328892202,676789797,9.27,275,europa
725,528723,6066.66,1.0454,330101184,679279899,9.27,276,america
726,530336,6072.99,1.0454,331313877,681777581,9.27,276,europa
727,531954,6079.18,1.0454,332530281,684282898,9.28,276,europa
728,533577,6085.41,1.0454,333750397,686795873,9.28,277,america
729,535204,6091.66,1.0454,334974223,689316531,9.28,277,america
730,536837,6097.95,1.0454,336201761,691844866,9.28,277,europa
731,538474,6104.11,1.0454,337433061,694380932,9.28,278,america
732,540116,6110.37,1.0454,338668126,696924723,9.28,278,europa
733,541763,6116.59,1.0454,339906953,699476294,9.28,279,america
734,543415,6122.91,1.0454,341149544,702035638,9.28,279,america
735,545072,6129.1,1.0454,342395951,704602780,9.28,279,africa
736,546733,6135.33,1.0454,343646173,707177774,9.28,280,africa
737,548400,6141.5,1.0454,344900211,709760614,9.28,280,europa
738,550071,6147.86,1.0454,346158064,712351324,9.28,281,africa
739,551748,6154.01,1.0454,347419733,714949959,9.28,281,europa
740,553429,6160.27,1.0454,348685270,717556511,9.28,282,europa
741,555115,6166.48,1.0454,349954675,720171006,9.28,282,europa
742,556807,6172.79,1.0454,351227948,722793468,9.28,283,america
743,558503,6179.05,1.0454,352505089,725423950,9.28,283,europa
744,560204,6185.26,1.0454,353786097,728062446,9.29,284,africa
745,561911,6191.5,1.0454,355071026,730708982,9.29,284,europa
746,563622,6197.84,1.0454,356359875,733363578,9.29,285,africa
747,565338,6204.06,1.0454,357652644,736026262,9.29,285,europa
748,567060,6210.3,1.0454,358949386,738697056,9.29,286,america
749,568787,6216.49,1.0454,360250048,741376014,9.29,286,america
750,570518,6222.78,1.0454,361554682,744063130,9.29,287,america
751,572255,6229.02,1.0454,362863289,746758428,9.29,288,america
752,573997,6235.29,1.0454,364175868,749461932,9.29,288,america
753,575744,6241.58,1.0454,365492472,752173666,9.29,289,africa
754,577496,6247.68,1.0454,366813100,754893683,9.29,290,africa
755,579254,6254.02,1.0454,368137701,757621978,9.29,290,america
756,581016,6260.23,1.0454,369466379,760358573,9.29,291,europa
757,582784,6266.55,1.0454,370799082,763103494,9.29,292,africa
758,584557,6272.81,1.0454,372135862,765856763,9.29,293,africa
759,586335,6279.02,1.0454,373476666,768618435,9.29,293,america
760,588119,6285.26,1.0454,374821600,771388503,9.29,294,america
761,589908,6291.59,1.0454,376170610,774166990,9.29,295,europa
762,591702,6297.88,1.0454,377523698,776953950,9.3,296,africa
763,593501,6304.11,1.0454,378880915,779749378,9.3,297,europa
764,595306,6310.3,1.0454,380242261,782553327,9.3,298,africa
765,597116,6316.57,1.0454,381607736,785365820,9.3,298,africa
766,598931,6322.87,1.0454,382977393,788186850,9.3,299,europa
767,600752,6329.05,1.0454,384351232,791016473,9.3,300,america
768,602578,6335.25,1.0454,385729251,793854711,9.3,301,europa
769,604409,6341.62,1.0454,387111453,796701557,9.3,302,africa
770,606246,6347.93,1.0454,388497836,799557066,9.3,303,europa
771,608088,6354.2,1.0454,389888453,802421261,9.3,304,europa
772,609936,6360.41,1.0454,391283303,805294166,9.3,305,europa
773,611789,6366.71,1.0454,392682387,808175802,9.3,307,europa
774,613648,6372.9,1.0454,394085706,811066226,9.3,308,europa
775,615512,6379.18,1.0454,395493310,813965428,9.3,309,africa
776,617381,6385.4,1.0454,396905200,816873434,9.3,310,africa
777,619257,6391.72,1.0454,398321376,819790266,9.3,311,africa
778,621136,6398.05,1.0454,399741839,822715978,9.3,312,europa
779,623022,6404.27,1.0454,401166639,825650565,9.3,312,europa
780,624913,6410.43,1.0454,402595778,828594108,9.3,312,africa
781,626810,6416.75,1.0454,404029256,831546573,9.31,313,africa
782,628713,6423.03,1.0454,405467071,834508011,9.31,313,america
783,630621,6429.39,1.0454,406909225,837478445,9.31,313,europa
784,632535,6435.63,1.0454,408355770,840457900,9.31,313,america
785,634455,6441.89,1.0454,409806705,843446428,9.31,314,europa
786,636380,6448.09,1.0454,411262083,846444022,9.31,314,africa
787,638311,6454.46,1.0454,412721852,849450706,9.31,314,africa
788,640248,6460.63,1.0454,414186063,852466533,9.31,315,africa
789,642191,6466.96,1.0454,415654717,855491525,9.31,315,africa
790,644139,6473.24,1.0454,417127815,858525706,9.31,316,europa
791,646093,6479.54,1.0454,418605407,861569069,9.31,316,america
792,648053,6485.78,1.0454,420087495,864621667,9.31,316,africa
793,650018,6492.05,1.0454,421574077,867683554,9.31,317,europa
794,651990,6498.33,1.0454,423065155,870754722,9.31,317,africa
795,653967,6504.49,1.0454,424560780,873835224,9.31,318,africa
796,655950,6510.87,1.0454,426060900,876925084,9.31,318,america
797,657939,6517.19,1.0454,427565568,880024294,9.31,319,america
798,659934,6523.47,1.0454,429074836,883132907,9.31,319,america
799,661934,6529.7,1.0454,430588650,886250976,9.31,319,africa
800,663941,6535.94,1.0454,432107065,889378496,9.31,320,europa
801,665953,6542.26,1.0454,433630079,892515486,9.32,320,africa
802,667972,6548.54,1.0454,435157745,895662003,9.32,321,america
803,669996,6554.82,1.0454,436690011,898818066,9.32,322,africa
804,672027,6561.06,1.0454,438226928,901983701,9.32,322,africa
805,674063,6567.44,1.0454,439768498,905158929,9.32,323,america
806,676105,6573.71,1.0454,441314772,908343773,9.32,323,america
807,678154,6579.92,1.0454,442865750,911538287,9.32,324,europa
808,680208,6586.21,1.0454,444421380,914742492,9.32,324,europa
809,682268,6592.52,1.0454,445981766,917956383,9.32,325,europa
810,684335,6598.78,1.0454,447546857,921180041,9.32,326,america
811,686408,6605.05,1.0454,449116704,924413459,9.32,326,america
812,688486,6611.39,1.0454,450691308,927656659,9.32,327,america
813,690571,6617.69,1.0454,452270668,930909696,9.32,328,africa
814,692662,6623.94,1.0454,453854837,934172591,9.32,328,europa
815,694759,6630.13,1.0454,455443814,937445397,9.32,329,africa
816,696863,6636.46,1.0454,457037601,940728106,9.32,330,africa
817,698972,6642.81,1.0454,458636196,944020740,9.32,331,europa
818,701088,6649.04,1.0454,460239652,947323354,9.32,332,europa
819,703210,6655.29,1.0454,461847969,950635998,9.32,332,america
820,705338,6661.67,1.0454,463461147,953958636,9.32,333,europa
821,707473,6668.0,1.0454,465079186,957291351,9.33,334,europa
822,709614,6674.21,1.0454,466702139,960634163,9.33,335,america
823,711761,6680.5,1.0454,468330004,963987096,9.33,336,africa
824,713914,6686.87,1.0454,469962783,967350173,9.33,337,europa
825,716074,6693.12,1.0454,471600528,970723446,9.33,338,africa
826,718240,6699.32,1.0454,473243238,974106937,9.33,339,europa
827,720413,6705.71,1.0454,474890914,977500639,9.33,340,europa
828,722592,6711.99,1.0454,476543555,980904634,9.33,341,europa
829,724777,6718.29,1.0454,478201214,984318913,9.33,342,europa
830,726969,6724.59,1.0454,479863891,987743531,9.33,343,europa
831,729167,6730.9,1.0454,481531586,991178508,9.33,344,africa
832,731372,6737.16,1.0454,483204298,994623898,9.33,345,africa
833,733583,6743.49,1.0454,484882081,998079692,9.33,346,america
834,735801,6749.77,1.0454,486564934,1001545942,9.33,348,europa
835,738025,6756.06,1.0454,488252909,1005022671,9.33,349,europa
836,740256,6762.42,1.0454,489945954,1008509931,9.33,350,europa
837,742494,6768.66,1.0454,491644121,1012007743,9.33,351,africa
838,744737,6774.92,1.0454,493347464,1015516131,9.33,352,europa
839,746987,6781.3,1.0454,495055928,1019035116,9.33,352,europa
840,749244,6787.57,1.0454,496769567,1022564752,9.33,353,america
841,751507,6793.91,1.0454,498488381,1026105059,9.33,353,africa
842,753777,6800.08,1.0454,500212422,1029656091,9.33,353,europa
843,756054,6806.5,1.0454,501941637,1033217838,9.34,354,africa
844,758338,6812.8,1.0454,503676079,1036790354,9.34,354,africa
845,760628,6818.99,1.0454,505415801,1040373688,9.34,355,america
846,762926,6825.43,1.0454,507160749,1043967834,9.34,355,europa
847,765230,6831.64,1.0454,508910977,1047572843,9.34,355,europa
848,767541,6838.03,1.0454,510666483,1051188737,9.34,356,africa
849,769859,6844.25,1.0454,512427321,1054815568,9.34,356,america
850,772183,6850.65,1.0454,514193438,1058453357,9.34,357,africa
851,774515,6856.83,1.0454,515964939,1062102158,9.34,357,america
852,776853,6863.19,1.0454,517741772,1065761960,9.34,358,america
853,779198,6869.49,1.0454,519523988,1069432816,9.34,358,africa
854,781550,6875.75,1.0454,521311588,1073114778,9.34,359,africa
855,783909,6882.18,1.0454,523104571,1076807838,9.34,359,europa
856,786275,6888.45,1.0454,524902938,1080512078,9.34,360,america
857,788648,6894.77,1.0454,526706742,1084227488,9.34,361,america
858,791028,6901.05,1.0454,528516033,1087954120,9.34,361,africa
859,793415,6907.39,1.0454,530330760,1091691996,9.34,362,europa
860,795809,6913.67,1.0454,532150976,1095441168,9.34,362,europa
861,798210,6919.97,1.0454,533976680,1099201658,9.34,363,africa
862,800618,6926.32,1.0454,535807872,1102973486,9.34,364,europa
863,803034,6932.68,1.0454,537644605,1106756704,9.34,364,europa
864,805456,6938.98,1.0454,539486878,1110551333,9.34,365,africa
865,807885,6945.23,1.0454,541334744,1114357426,9.35,366,europa
866,810322,6951.6,1.0454,543188150,1118175004,9.35,367,africa
867,812766,6957.86,1.0454,545047150,1122004118,9.35,367,america
868,815217,6964.13,1.0454,546911794,1125844788,9.35,368,america
869,817675,6970.51,1.0454,548782031,1129697038,9.35,369,europa
870,820140,6976.83,1.0454,550657913,1133560918,9.35,370,africa
871,822613,6983.16,1.0454,552539440,1137436450,9.35,371,europa
872,825093,6989.5,1.0454,554426665,1141323654,9.35,371,africa
873,827580,6995.83,1.0454,556319587,1145222583,9.35,372,america
874,830075,7002.11,1.0454,558218206,1149133287,9.35,373,america
875,832577,7008.4,1.0454,560122575,1153055787,9.35,374,america
876,835086,7014.8,1.0454,562032641,1156990104,9.35,375,america
877,837603,7021.03,1.0454,563948509,1160936291,9.35,376,europa
878,840127,7027.44,1.0454,565870126,1164894368,9.35,377,america
879,842658,7033.73,1.0454,567797546,1168864385,9.35,378,america
880,845197,7040.08,1.0454,569730767,1172846366,9.35,379,america
881,847744,7046.32,1.0454,571669842,1176840359,9.35,380,europa
882,850298,7052.73,1.0454,573614719,1180846386,9.35,382,europa
883,852859,7058.98,1.0454,575565503,1184864499,9.35,383,africa
884,855428,7065.39,1.0454,577522141,1188894718,9.35,384,america
885,858005,7071.63,1.0454,579484685,1192937094,9.35,385,europa
886,860589,7077.99,1.0454,581453135,1196991648,9.35,386,europa
887,863181,7084.24,1.0454,583427545,1201058432,9.35,388,america
888,865780,7090.65,1.0454,585407860,1205137464,9.35,389,europa
889,868387,7097.01,1.0454,587394134,1209228768,9.36,390,america
890,871001,7103.32,1.0454,589386420,1213332394,9.36,391,europa
