anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios
891,873623,7109.62,1.0454,591384716,1217448393,9.36,391,africa
892,876252,7115.98,1.0454,593389023,1221576785,9.36,392,africa
893,878890,7122.34,1.0454,595399341,1225717623,9.36,392,america
894,881535,7128.64,1.0454,597415722,1229870925,9.36,392,europa
895,884188,7135.0,1.0454,599438167,1234036743,9.36,393,america
896,886849,7141.3,1.0454,601466726,1238215097,9.36,393,europa
897,889518,7147.65,1.0454,603501402,1242406038,9.36,394,america
898,892195,7153.95,1.0454,605542193,1246609617,9.36,394,america
899,894879,7160.2,1.0454,607589151,1250825853,9.36,395,america
900,897572,7166.66,1.0454,609642225,1255054768,9.36,395,europa
901,900272,7172.9,1.0454,611701519,1259296412,9.36,396,africa
902,902981,7179.25,1.0454,613766981,1263550835,9.36,396,america
903,905697,7185.65,1.0454,615838663,1267818058,9.36,397,europa
904,908422,7191.94,1.0454,617916617,1272098132,9.36,398,africa
905,911154,7198.33,1.0454,620000791,1276391075,9.36,398,africa
906,913895,7204.67,1.0454,622091238,1280696940,9.36,399,america
907,916643,7210.95,1.0454,624187956,1285015776,9.36,399,europa
908,919400,7217.29,1.0454,626290999,1289347605,9.36,400,europa
909,922165,7223.62,1.0454,628400367,1293692475,9.36,401,africa
910,924938,7229.95,1.0454,630516112,1298050407,9.36,401,europa
911,927719,7236.37,1.0454,632638181,1302421451,9.36,402,europa
912,930508,7242.59,1.0454,634766679,1306805658,9.36,403,america
913,933305,7249.01,1.0454,636901554,1311203049,9.36,403,africa
914,936111,7255.38,1.0454,639042858,1315613643,9.37,404,europa
915,938925,7261.69,1.0454,641190591,1320037520,9.37,405,america
916,941747,7268.0,1.0454,643344806,1324474700,9.37,406,africa
917,944578,7274.3,1.0454,645505502,1328925233,9.37,407,europa
918,947417,7280.7,1.0454,647672679,1333389140,9.37,407,america
919,950264,7287.04,1.0454,649846390,1337866469,9.37,408,africa
920,953119,7293.34,1.0454,652026635,1342357272,9.37,409,africa
921,955983,7299.72,1.0454,654213413,1346861570,9.37,410,america
922,958856,7306.1,1.0454,656406777,1351379380,9.37,411,europa
923,961737,7312.48,1.0454,658606727,1355910783,9.37,412,america
924,964626,7318.8,1.0454,660813263,1360455828,9.37,413,america
925,967524,7325.12,1.0454,663026437,1365014537,9.37,414,europa
926,970430,7331.53,1.0454,665246249,1369586928,9.37,415,america
927,973345,7337.83,1.0454,667472751,1374173052,9.37,416,america
928,976268,7344.18,1.0454,669705944,1378772958,9.37,417,europa
929,979200,7350.57,1.0454,671945828,1383386697,9.37,418,europa
930,982141,7356.86,1.0454,674192454,1388014317,9.37,419,america
931,985090,7363.24,1.0454,676445823,1392655838,9.37,421,europa
932,988048,7369.62,1.0454,678705987,1397311280,9.37,422,africa
933,991015,7375.94,1.0454,680972946,1401980722,9.37,423,africa
934,993990,7382.3,1.0454,683246699,1406664184,9.37,424,africa
935,996974,7388.6,1.0454,685527300,1411361716,9.37,426,america
936,999967,7395.0,1.0454,687814749,1416073367,9.37,427,africa
937,1002969,7401.39,1.0454,690109044,1420799157,9.37,428,america
938,1005979,7407.72,1.0454,692410239,1425539134,9.37,429,america
939,1008998,7414.09,1.0454,694718334,1430293349,9.37,429,europa
940,1012025,7420.41,1.0454,697033380,1435061852,9.38,430,europa
941,1015062,7426.77,1.0454,699355378,1439844662,9.38,430,africa
942,1018108,7433.12,1.0454,701684328,1444641827,9.38,431,africa
943,1021163,7439.51,1.0454,704020282,1449453398,9.38,431,europa
944,1024226,7445.85,1.0454,706363240,1454279422,9.38,431,europa
945,1027299,7452.13,1.0454,708713254,1459119951,9.38,432,africa
946,1030381,7458.54,1.0454,711070324,1463975002,9.38,432,america
947,1033472,7464.9,1.0454,713434451,1468844625,9.38,433,europa
948,1036572,7471.21,1.0454,715805687,1473728868,9.38,434,africa
949,1039682,7477.64,1.0454,718184031,1478627752,9.38,434,america
950,1042800,7483.97,1.0454,720569483,1483541354,9.38,435,europa
951,1045928,7490.39,1.0454,722962097,1488469694,9.38,435,europa
952,1049064,7496.7,1.0454,725361923,1493412820,9.38,436,africa
953,1052210,7503.06,1.0454,727768911,1498370783,9.38,437,europa
954,1055366,7509.44,1.0454,730183111,1503343631,9.38,437,africa
955,1058530,7515.82,1.0454,732604577,1508331382,9.38,438,europa
956,1061704,7522.19,1.0454,735033309,1513334086,9.38,438,africa
957,1064887,7528.55,1.0454,737469305,1518351821,9.38,439,europa
958,1068080,7534.9,1.0454,739912620,1523384607,9.38,440,africa
959,1071282,7541.28,1.0454,742363252,1528432491,9.38,441,africa
960,1074493,7547.66,1.0454,744821254,1533495492,9.38,441,america
961,1077714,7553.98,1.0454,747286626,1538573691,9.38,442,africa
962,1080944,7560.38,1.0454,749759368,1543667104,9.38,443,america
963,1084184,7566.72,1.0454,752239532,1548775811,9.38,444,america
964,1087433,7573.1,1.0454,754727170,1553899830,9.38,445,america
965,1090692,7579.47,1.0454,757222231,1559039211,9.38,445,africa
966,1093960,7585.82,1.0454,759724766,1564194000,9.38,446,africa
967,1097238,7592.21,1.0454,762234828,1569364248,9.38,447,america
968,1100526,7598.59,1.0454,764752417,1574549973,9.39,448,europa
969,1103823,7605.0,1.0454,767277532,1579751252,9.39,449,america
970,1107130,7611.31,1.0454,769810226,1584968134,9.39,450,america
971,1110447,7617.74,1.0454,772350500,1590200638,9.39,451,africa
972,1113773,7624.07,1.0454,774898405,1595448812,9.39,452,europa
973,1117109,7630.44,1.0454,777453941,1600712734,9.39,453,africa
974,1120455,7636.83,1.0454,780017108,1605992423,9.39,454,europa
975,1123811,7643.22,1.0454,782587959,1611287957,9.39,455,europa
976,1127177,7649.59,1.0454,785166545,1616599324,9.39,457,africa
977,1130553,7655.94,1.0454,787752815,1621926632,9.39,458,america
978,1133938,7662.33,1.0454,790346873,1627269868,9.39,459,europa
979,1137333,7668.71,1.0454,792948667,1632629142,9.39,460,america
980,1140739,7675.07,1.0454,795558250,1638004473,9.39,461,africa
981,1144154,7681.47,1.0454,798175672,1643395906,9.39,463,america
982,1147580,7687.85,1.0454,800800935,1648803461,9.39,464,europa
983,1151015,7694.21,1.0454,803434038,1654227245,9.39,466,america
984,1154461,7700.61,1.0454,806075034,1659667247,9.39,467,america
985,1157917,7706.95,1.0454,808723974,1665123544,9.39,468,africa
986,1161382,7713.36,1.0454,811380808,1670596184,9.39,469,africa
987,1164857,7719.72,1.0454,814045638,1676085215,9.39,469,africa
988,1168343,7726.1,1.0454,816718413,1681590687,9.39,470,europa
989,1171839,7732.47,1.0454,819399186,1687112645,9.39,470,europa
990,1175345,7738.87,1.0454,822088008,1692651138,9.39,471,america
991,1178862,7745.26,1.0454,824784879,1698206214,9.39,472,africa
992,1182389,7751.63,1.0454,827489800,1703777920,9.39,472,europa
993,1185927,7758.02,1.0454,830202822,1709366303,9.39,473,africa
994,1189475,7764.4,1.0454,832923999,1714971411,9.39,473,america
995,1193034,7770.81,1.0454,835653277,1720593291,9.39,474,europa
996,1196603,7777.21,1.0454,838390761,1726231990,9.39,475,europa
997,1200182,7783.58,1.0454,841136399,1731887586,9.39,475,africa
998,1203772,7789.95,1.0454,843890296,1737560098,9.4,476,africa
999,1207372,7796.38,1.0454,846652399,1743249572,9.4,477,africa
