anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios,contaminacion
562,57438,2409.68,1.3151,48465958,79526157,11.37,5001,america,20163.2
563,57632,2413.2,1.3151,48635606,79805621,11.37,4776,asia,20180.02
564,57793,2415.96,1.3151,48805649,80085573,11.37,4885,america,20196.81
565,57975,2419.84,1.3151,48976020,80366021,11.38,4733,asia,20213.63
566,58046,2423.33,1.3151,49146720,80646941,11.38,5288,america,20230.45
567,58095,2426.44,1.3151,49317748,80928496,11.38,5452,africa,20247.25
568,58220,2429.91,1.3151,49489106,81210682,11.38,5123,america,20264.06
569,58389,2432.62,1.3151,49660858,81493438,11.38,4892,america,20280.83
570,58579,2436.45,1.3151,49832939,81776681,11.39,4328,asia,20297.63
571,58751,2439.9,1.3151,50005348,82060386,11.39,4506,asia,20314.43
572,58916,2443.33,1.3151,50178087,82344605,11.39,4379,africa,20331.23
573,59075,2446.38,1.3151,50351154,82629346,11.4,4200,america,20348.01
574,59226,2449.8,1.3151,50524616,82914586,11.4,4262,america,20364.8
575,59373,2452.83,1.3151,50698406,83200365,11.4,4115,africa,20381.56
576,59506,2456.22,1.3151,50872525,83486687,11.4,4561,africa,20398.33
577,59634,2459.23,1.3151,51047039,83773570,11.41,4711,africa,20415.08
578,59770,2463.35,1.3151,51221882,84060989,11.41,4198,america,20431.86
579,59901,2466.35,1.3151,51397053,84348965,11.41,4292,africa,20448.63
580,60040,2469.7,1.3151,51572553,84637504,11.41,3837,africa,20465.39
581,60183,2473.05,1.3151,51748448,84926566,11.42,3439,asia,20482.16
582,60329,2476.39,1.3151,51924671,85216176,11.42,3092,america,20498.92
583,60476,2479.72,1.3151,52101223,85506362,11.42,2789,asia,20515.67
584,60618,2483.04,1.3151,52278170,85797060,11.42,2810,africa,20532.43
585,60744,2486.34,1.3151,52455446,86088309,11.43,3356,america,20549.18
586,60877,2489.64,1.3151,52633050,86380126,11.43,3039,america,20565.92
587,60994,2492.93,1.3151,52811049,86672504,11.43,3627,asia,20582.66
588,61102,2496.21,1.3151,52989376,86965461,11.43,4159,africa,20599.4
589,61220,2499.48,1.3151,53168032,87259038,11.43,3763,africa,20616.13
590,61309,2502.74,1.3151,53347083,87553194,11.43,5048,asia,20632.85
591,61367,2505.99,1.3151,53526463,87847964,11.44,5253,america,20649.57
592,61439,2509.6,1.3151,53706171,88143383,11.44,5248,africa,20666.3
593,61567,2512.83,1.3151,53886274,88439436,11.44,4720,asia,20683.02
594,61697,2515.68,1.3151,54066706,88736086,11.44,4591,asia,20699.72
595,61817,2518.89,1.3151,54247532,89033300,11.44,4955,africa,20716.41
596,61897,2522.46,1.3151,54428687,89331089,11.44,5285,america,20733.1
597,61757,2525.65,1.3151,54610237,89629533,11.44,6516,asia,20749.79
598,61667,2529.2,1.3151,54792115,89928864,11.44,6505,asia,20766.49
599,61694,2532.37,1.3151,54974322,90229054,11.44,6093,asia,20783.18
600,61575,2535.9,1.3151,55156924,90529931,11.44,6982,asia,20799.87
601,61686,2538.7,1.3151,55339854,90831701,11.43,5990,america,20816.54
602,61935,2542.2,1.3151,55523179,91134058,11.43,5273,america,20833.21
603,62145,2545.7,1.3151,55706833,91436866,11.44,5374,africa,20849.89
604,62388,2548.83,1.3151,55890881,91740172,11.44,5123,asia,20866.56
605,62492,2551.95,1.3151,56075258,92043936,11.45,5761,america,20883.22
606,62667,2555.42,1.3151,56260030,92348296,11.45,5415,america,20899.88
607,62738,2558.88,1.3151,56445130,92653196,11.45,5934,asia,20916.54
608,62845,2562.33,1.3151,56630625,92958760,11.45,5802,africa,20933.21
609,63000,2565.41,1.3151,56816449,93264946,11.45,5571,africa,20949.87
610,63104,2568.48,1.3151,57002667,93571696,11.46,5824,africa,20966.51
611,63091,2572.26,1.3151,57189214,93879071,11.46,6486,america,20983.17
612,63096,2575.31,1.3151,57376155,94187212,11.46,6531,america,20999.82
613,63288,2578.36,1.3151,57563491,94496097,11.45,5658,america,21016.45
614,63520,2582.11,1.3151,57751156,94805501,11.46,5386,america,21033.1
615,63776,2585.13,1.3151,57939215,95115377,11.46,4768,america,21049.73
616,64011,2588.5,1.3151,58127603,95425726,11.47,4613,africa,21066.37
617,64227,2591.51,1.3151,58316386,95736543,11.47,4531,africa,21082.98
618,64423,2594.86,1.3151,58505563,96047850,11.48,4653,africa,21099.6
619,64547,2598.21,1.3151,58695069,96359703,11.48,5536,africa,21116.21
620,64587,2601.54,1.3151,58884969,96672156,11.48,5994,asia,21132.83
621,64772,2605.22,1.3151,59075199,96985312,11.48,5310,africa,21149.46
622,64950,2608.18,1.3151,59265822,97299026,11.48,5187,america,21166.07
623,65111,2611.49,1.3151,59456841,97613276,11.49,5358,america,21182.68
624,65155,2614.78,1.3151,59648188,97928112,11.49,5961,america,21199.28
625,65185,2618.42,1.3151,59839929,98243646,11.49,6131,africa,21215.9
626,65367,2621.35,1.3151,60032065,98559924,11.49,5416,africa,21232.5
627,65563,2624.97,1.3151,60224530,98876734,11.49,4810,america,21249.11
628,65757,2627.87,1.3151,60417390,99194088,11.49,4285,africa,21265.7
629,65935,2631.47,1.3151,60610644,99511960,11.5,4438,africa,21282.3
630,66014,2634.36,1.3151,60804292,99830398,11.5,5787,america,21298.88
631,66021,2637.94,1.3151,60998269,100149521,11.5,6226,africa,21315.46
632,66187,2641.16,1.3151,61192641,100469416,11.5,5506,africa,21332.05
633,66265,2644.37,1.3151,61387407,100789861,11.5,5954,america,21348.62
634,66453,2647.92,1.3151,61582503,101110993,11.5,5286,africa,21365.21
635,66642,2651.11,1.3151,61777992,101432680,11.51,4706,africa,21381.79
636,66830,2654.29,1.3151,61973876,101754919,11.51,4202,africa,21398.36
637,67005,2657.46,1.3151,62170155,102077713,11.51,4312,asia,21414.92
638,67171,2660.63,1.3151,62366828,102401077,11.52,4305,asia,21431.47
639,67340,2664.13,1.3151,62563830,102725022,11.52,3862,asia,21448.03
640,67471,2667.62,1.3151,62761227,103049544,11.52,5349,asia,21464.6
641,67562,2670.75,1.3151,62959018,103374689,11.52,5729,america,21481.15
642,67691,2673.88,1.3151,63157203,103700505,11.52,5578,africa,21497.7
643,67807,2676.64,1.3151,63355783,104026975,11.53,5656,africa,21514.21
644,67956,2680.44,1.3151,63554692,104354087,11.53,5055,america,21530.75
645,68101,2683.53,1.3151,63753996,104681800,11.53,5092,america,21547.28
646,68237,2686.97,1.3151,63953694,105010119,11.53,5418,africa,21563.81
647,68383,2690.39,1.3151,64153786,105339054,11.53,4850,asia,21580.35
648,68530,2693.46,1.3151,64354273,105668625,11.53,4700,asia,21596.87
649,68654,2696.52,1.3151,64555155,105998799,11.54,5636,africa,21613.38
650,68793,2699.91,1.3151,64756365,106329634,11.54,5046,america,21629.89
651,68909,2703.29,1.3151,64957970,106661082,11.54,6115,asia,21646.41
652,69041,2706.32,1.3151,65159969,106993201,11.54,5465,america,21662.9
653,69186,2710.03,1.3151,65362363,107325942,11.54,4896,africa,21679.42
654,69328,2713.04,1.3151,65565151,107659319,11.54,4918,america,21695.92
655,69469,2716.38,1.3151,65768334,107993305,11.55,4935,america,21712.43
656,69619,2719.38,1.3151,65971912,108327933,11.55,4435,america,21728.91
657,69746,2722.7,1.3151,66175884,108663160,11.55,5410,africa,21745.39
658,69612,2726.02,1.3151,66380250,108999045,11.55,7093,america,21761.88
659,69691,2728.98,1.3151,66585011,109335900,11.55,6220,asia,21778.34
660,69819,2732.28,1.3151,66790167,109673471,11.55,6023,asia,21794.81
661,70013,2735.23,1.3151,66995717,110011698,11.55,5381,asia,21811.25
662,70013,2738.5,1.3151,67201662,110350503,11.55,6684,asia,21827.7
663,70121,2741.77,1.3151,67408001,110690117,11.55,6239,asia,21844.14
664,70170,2745.03,1.3151,67614735,111030412,11.55,6594,africa,21860.58
665,70236,2748.27,1.3151,67821863,111371458,11.55,6604,asia,21877.01
666,70456,2751.51,1.3151,68029386,111713235,11.55,5851,america,21893.44
667,70688,2754.74,1.3151,68237303,112055557,11.56,5213,africa,21909.86
668,70913,2758.3,1.3151,68445615,112398412,11.56,4658,asia,21926.3
669,71130,2761.51,1.3151,68654321,112741806,11.56,4173,africa,21942.73
670,71317,2764.71,1.3151,68863422,113085750,11.57,4929,asia,21959.16
671,71480,2768.24,1.3151,69072918,113430280,11.57,5653,africa,21975.6
672,71612,2771.43,1.3151,69282808,113775454,11.57,5978,asia,21992.03
673,71777,2774.94,1.3151,69493092,114121279,11.57,5344,america,22008.46
674,71926,2778.1,1.3151,69703771,114467717,11.58,5812,america,22024.9
675,72087,2781.26,1.3151,69914845,114814816,11.58,5200,africa,22041.32
676,72242,2784.74,1.3151,70126313,115162531,11.58,5282,asia,22057.75
677,72396,2787.88,1.3151,70338175,115510901,11.58,5152,asia,22074.17
678,72549,2791.01,1.3151,70550432,115859926,11.58,5039,america,22090.59
679,72710,2794.13,1.3151,70763150,116209577,11.59,4529,africa,22106.99
680,72842,2797.56,1.3151,70976262,116559845,11.59,5775,america,22123.4
681,72910,2801.0,1.3151,71189768,116910795,11.59,6302,america,22139.81
682,73059,2803.76,1.3151,71403669,117262503,11.59,5642,africa,22156.2
683,73219,2807.17,1.3151,71617965,117614872,11.59,5062,asia,22172.6
684,73378,2810.57,1.3151,71832655,117967889,11.59,4945,asia,22188.99
685,73476,2813.96,1.3151,72047740,118321525,11.6,6203,america,22205.39
686,73582,2816.69,1.3151,72263284,118675884,11.6,6215,asia,22221.77
687,73739,2820.06,1.3151,72479224,119030956,11.6,5567,america,22238.14
688,73856,2823.42,1.3151,72695558,119386679,11.6,6198,africa,22254.52
689,74015,2826.44,1.3151,72912286,119743102,11.6,5550,america,22270.88
690,73927,2829.79,1.3151,73129475,120100174,11.6,7319,america,22287.25
691,73923,2833.12,1.3151,73347058,120458191,11.6,7103,america,22303.61
692,73995,2836.12,1.3151,73565036,120817054,11.6,6846,america,22319.97
693,74051,2839.76,1.3151,73783409,121176670,11.6,7006,africa,22336.33
694,74274,2843.06,1.3151,74002175,121537059,11.6,6204,asia,22352.7
695,74496,2846.03,1.3151,74221403,121898020,11.6,6149,africa,22369.05
696,74489,2849.32,1.3151,74441024,122259585,11.61,7308,america,22385.41
697,74542,2852.6,1.3151,74661041,122621998,11.61,7140,africa,22401.75
698,74771,2855.86,1.3151,74881517,122985187,11.61,6297,asia,22418.1
699,74966,2858.8,1.3151,75102388,123348972,11.61,6402,america,22434.43
700,75142,2862.37,1.3151,75323654,123713363,11.61,6472,asia,22450.77
701,75379,2865.28,1.3151,75545380,124078413,11.61,5753,asia,22467.1
702,75530,2868.83,1.3151,75767500,124444018,11.62,6501,africa,22483.43
703,75583,2872.05,1.3151,75990015,124810312,11.62,7032,africa,22499.77
704,75804,2875.26,1.3151,76212990,125177382,11.62,6232,africa,22516.09
705,75986,2878.46,1.3151,76436360,125545057,11.62,6374,asia,22532.42
706,76191,2881.97,1.3151,76660124,125913384,11.62,6153,africa,22548.75
707,76304,2884.84,1.3151,76884349,126282335,11.63,6674,asia,22565.06
708,76508,2888.33,1.3151,77108968,126651990,11.63,5929,asia,22581.38
709,76696,2891.49,1.3151,77334047,127022271,11.63,6190,africa,22597.7
710,76686,2894.64,1.3151,77559521,127393195,11.63,7301,africa,22614.01
711,76636,2898.1,1.3151,77785389,127765002,11.63,7670,america,22630.32
712,76506,2900.92,1.3151,78011718,128137739,11.63,8303,asia,22646.61
713,76644,2904.36,1.3151,78238441,128511502,11.63,7140,asia,22662.91
714,76641,2907.48,1.3151,78465625,128885969,11.63,7920,africa,22679.21
715,76721,2910.9,1.3151,78693203,129261310,11.63,7624,america,22695.5
716,76937,2914.0,1.3151,78921241,129637425,11.63,6974,africa,22711.79
717,77225,2917.4,1.3151,79149674,130014150,11.63,6534,africa,22728.08
718,77453,2920.48,1.3151,79378567,130391400,11.64,6730,africa,22744.37
719,77590,2923.55,1.3151,79607855,130769277,11.64,7153,asia,22760.64
720,77829,2926.92,1.3151,79837603,131147859,11.64,6625,africa,22776.92
721,78109,2929.97,1.3151,80067745,131527054,11.64,5856,america,22793.18
722,78367,2933.33,1.3151,80298348,131906783,11.65,5703,africa,22809.45
723,78618,2936.67,1.3151,80529346,132287103,11.65,5067,asia,22825.72
724,78853,2939.69,1.3151,80760803,132667991,11.65,4861,africa,22841.98
725,79036,2943.02,1.3151,80992655,133049497,11.66,6476,africa,22858.24
726,79229,2946.34,1.3151,81224968,133431654,11.66,5759,africa,22874.5
727,79289,2949.02,1.3151,81457740,133814479,11.66,7085,asia,22890.73
728,79446,2952.94,1.3151,81690908,134198103,11.66,6663,asia,22906.99
729,79517,2955.92,1.3151,81924535,134582437,11.66,7126,america,22923.24
730,79720,2959.2,1.3151,82158557,134967587,11.66,6323,asia,22939.49
731,79904,2962.46,1.3151,82393040,135353363,11.67,6570,america,22955.74
732,80101,2965.72,1.3151,82627982,135739818,11.67,5844,asia,22971.98
733,80289,2968.97,1.3151,82863319,136126937,11.67,5841,africa,22988.23
734,80483,2971.91,1.3151,83099117,136514730,11.67,5214,africa,23004.45
735,80680,2975.14,1.3151,83335374,136903191,11.67,4669,america,23020.68
736,80868,2978.36,1.3151,83572027,137292315,11.68,4660,africa,23036.9
737,81058,2981.57,1.3151,83809139,137682113,11.68,4191,america,23053.12
738,81197,2984.77,1.3151,84046712,138072583,11.68,6348,africa,23069.33
739,81351,2987.96,1.3151,84284679,138463787,11.68,5691,africa,23085.54
740,81503,2991.14,1.3151,84523107,138855706,11.68,5809,america,23101.75
741,81667,2994.32,1.3151,84761995,139248342,11.69,5221,africa,23117.95
742,81822,2997.79,1.3151,85001277,139641682,11.69,5514,america,23134.16
743,81988,3000.94,1.3151,85241020,140035735,11.69,4966,asia,23150.37
744,82162,3004.09,1.3151,85481223,140430520,11.69,4484,asia,23166.57
745,82303,3007.53,1.3151,85721821,140825995,11.69,5869,asia,23182.77
746,82458,3010.66,1.3151,85962878,141222202,11.69,5293,africa,23198.97
747,82512,3013.47,1.3151,86204397,141619152,11.7,7142,africa,23215.15
748,82563,3016.88,1.3151,86446375,142016938,11.7,7266,africa,23231.33
749,82675,3019.98,1.3151,86688748,142415592,11.7,7051,asia,23247.51
750,82505,3023.38,1.3151,86931581,142815012,11.7,8609,africa,23263.69
751,82518,3026.46,1.3151,87174875,143215566,11.69,7959,america,23279.86
752,82573,3029.83,1.3151,87418628,143617005,11.69,7876,asia,23296.04
753,82725,3032.59,1.3151,87662842,144019307,11.69,7471,africa,23312.2
754,82866,3035.94,1.3151,87907451,144422357,11.69,7537,america,23328.35
755,83151,3039.29,1.3151,88152520,144826168,11.7,6711,asia,23344.51
756,83413,3042.62,1.3151,88398049,145230537,11.7,6636,america,23360.68
757,83436,3045.65,1.3151,88644039,145635521,11.7,7992,america,23376.83
758,83592,3048.66,1.3151,88890488,146041408,11.7,7418,asia,23392.97
759,83627,3051.97,1.3151,89137398,146448038,11.7,8081,africa,23409.11
760,83771,3054.97,1.3151,89384769,146855555,11.7,7626,asia,23425.24
761,83861,3058.25,1.3151,89632599,147263830,11.7,7937,africa,23441.38
762,83608,3061.83,1.3151,89880824,147672927,11.7,9857,africa,23457.52
763,83607,3064.8,1.3151,90129510,148083257,11.7,8908,asia,23473.65
764,83628,3068.06,1.3151,90378655,148494549,11.7,8957,africa,23489.79
765,83909,3071.01,1.3151,90628261,148906745,11.7,7702,africa,23505.9
766,84254,3074.55,1.3151,90878328,149319534,11.7,7258,africa,23522.04
767,84630,3077.78,1.3151,91128854,149732840,11.71,6918,america,23538.17
768,84863,3080.71,1.3151,91379841,150146654,11.71,7490,asia,23554.28
769,85190,3084.22,1.3151,91631288,150561118,11.71,6618,africa,23570.4
770,85489,3087.12,1.3151,91883196,150976150,11.72,6396,america,23586.51
771,85711,3090.61,1.3151,92135563,151391753,11.72,7214,america,23602.63
772,85882,3093.8,1.3151,92388391,151808050,11.72,7441,africa,23618.75
773,85873,3096.68,1.3151,92641680,152225102,11.73,8406,africa,23634.85
774,85962,3100.14,1.3151,92895428,152643094,11.72,8053,africa,23650.96
775,86154,3103.29,1.3151,93149637,153061940,11.72,7582,america,23667.06
776,86427,3106.73,1.3151,93404306,153481515,11.73,7129,america,23683.17
777,86705,3109.58,1.3151,93659435,153901722,11.73,6313,asia,23699.26
778,86946,3112.41,1.3151,93915091,154322556,11.73,7014,asia,23715.34
779,87141,3116.11,1.3151,94171207,154744031,11.74,7281,africa,23731.43
780,87371,3119.22,1.3151,94427783,155166232,11.74,6457,asia,23747.52
781,87550,3122.61,1.3151,94684819,155589117,11.74,7297,africa,23763.61
782,87762,3125.7,1.3151,94942315,156012747,11.74,6477,america,23779.7
783,87938,3128.78,1.3151,95200272,156437082,11.74,7269,asia,23795.78
784,88138,3132.15,1.3151,95458690,156862167,11.75,6459,america,23811.86
785,88335,3135.21,1.3151,95717567,157288001,11.75,6288,africa,23827.93
786,88376,3138.26,1.3151,95976905,157714559,11.75,7943,africa,23844.0
787,88574,3141.31,1.3151,96236768,158142028,11.75,7054,africa,23860.05
788,88770,3144.92,1.3151,96497092,158570219,11.75,6795,africa,23876.13
789,88963,3147.94,1.3151,96757877,158999135,11.75,6626,asia,23892.19
790,89152,3150.96,1.3151,97019121,159428810,11.76,6569,africa,23908.24
791,89338,3154.25,1.3151,97280826,159859217,11.76,6444,africa,23924.29
792,89310,3156.96,1.3151,97543057,160290392,11.76,8357,africa,23940.32
793,89496,3160.53,1.3151,97805748,160722560,11.76,7409,america,23956.36
794,89696,3163.79,1.3151,98068900,161155464,11.76,7150,africa,23972.41
795,89895,3167.05,1.3151,98332512,161589119,11.76,6853,africa,23988.45
796,90088,3170.01,1.3151,98596584,162023525,11.76,6826,asia,24004.48
797,90290,3173.25,1.3151,98861182,162458660,11.77,6096,america,24020.51
798,90486,3176.19,1.3151,99126240,162894542,11.77,6110,africa,24036.53
799,90676,3179.41,1.3151,99391759,163331178,11.77,6071,america,24052.54
800,90863,3182.33,1.3151,99657804,163768577,11.77,6001,asia,24068.54
801,90606,3186.1,1.3151,99924309,164206712,11.77,9654,africa,24084.57
802,90664,3189.3,1.3151,100191274,164646144,11.77,8380,america,24100.6
803,90917,3192.48,1.3151,100458700,165086498,11.77,7453,africa,24116.62
804,91099,3195.37,1.3151,100726651,165527537,11.77,7763,africa,24132.62
805,91198,3198.53,1.3151,100995063,165969348,11.77,8204,america,24148.62
806,91332,3201.97,1.3151,101263935,166412031,11.77,8097,africa,24164.63
807,91384,3204.83,1.3151,101533334,166855542,11.77,8579,asia,24180.63
808,91392,3208.25,1.3151,101803192,167299982,11.77,8934,america,24196.63
809,91538,3210.81,1.3151,102073577,167745431,11.77,8367,asia,24212.6
810,91724,3214.2,1.3151,102344422,168191696,11.77,8183,asia,24228.57
811,91931,3217.59,1.3151,102615727,168638727,11.78,8062,africa,24244.56
812,92239,3220.69,1.3151,102887558,169086500,11.78,7150,africa,24260.54
813,92536,3223.78,1.3151,103159849,169534923,11.78,6361,africa,24276.51
814,92809,3227.14,1.3151,103432667,169983980,11.78,6335,america,24292.49
815,93075,3230.21,1.3151,103705945,170433729,11.79,5659,africa,24308.46
816,93323,3232.99,1.3151,103979748,170884179,11.79,5672,america,24324.41
817,93568,3236.32,1.3151,104254013,171335321,11.79,5090,america,24340.36
818,93788,3239.64,1.3151,104528737,171787190,11.79,5549,africa,24356.32
819,93999,3242.96,1.3151,104803987,172239784,11.8,5544,america,24372.28
820,94213,3246.26,1.3151,105079698,172693145,11.8,4996,africa,24388.25
821,94429,3249.0,1.3151,105355935,173147270,11.8,4516,asia,24404.19
822,94645,3252.28,1.3151,105632632,173602155,11.8,4093,america,24420.14
823,94826,3255.56,1.3151,105909855,174057771,11.8,5349,africa,24436.09
824,94996,3258.27,1.3151,106187604,174514220,11.81,5777,africa,24452.01
825,95135,3261.8,1.3151,106465813,174971454,11.81,7281,asia,24467.95
