anio,poblacion,pib,tecnologia,energia,comida,tension,infectados,socios,contaminacion
187,22304,1323.68,1.3151,4998155,8131456,9.97,39,africa,10144.49
188,22453,1334.9,1.3151,5060754,8233301,9.98,39,africa,10208.12
189,22601,1344.43,1.3151,5123813,8335898,9.99,39,america,10271.59
190,22748,1354.6,1.3151,5187332,8439216,10.0,39,africa,10334.93
191,22896,1363.88,1.3151,5251312,8543259,10.01,39,asia,10398.09
192,23041,1373.8,1.3151,5315686,8648054,10.02,39,america,10461.11
193,23187,1382.83,1.3151,5380520,8753574,10.03,39,america,10523.95
194,23332,1391.74,1.3151,5445815,8859820,10.04,39,asia,10586.6
195,23475,1400.53,1.3151,5511504,8966792,10.05,39,africa,10649.06
196,23619,1409.2,1.3151,5577654,9074492,10.06,39,asia,10711.33
197,23761,1417.01,1.3151,5644264,9182919,10.07,39,asia,10773.35
198,23903,1425.45,1.3151,5711268,9292076,10.08,39,america,10835.18
199,24044,1433.04,1.3151,5778733,9401932,10.09,39,asia,10896.76
200,24184,1441.26,1.3151,5846592,9512519,10.1,39,asia,10958.14
201,24323,1449.38,1.3151,5914911,9623778,10.11,39,asia,11019.3
202,24461,1456.66,1.3151,5983625,9735771,10.12,39,asia,11080.21
203,24598,1463.84,1.3151,6052800,9848438,10.13,39,america,11140.87
204,24735,1471.65,1.3151,6122368,9961810,10.14,39,america,11201.31
205,24870,1477.91,1.3151,6192397,10075888,10.15,39,africa,11261.45
206,25004,1485.53,1.3151,6262821,10190644,10.15,39,africa,11321.37
207,25137,1491.62,1.3151,6333639,10306109,10.16,39,africa,11380.99
208,25270,1498.34,1.3151,6404852,10422255,10.17,39,america,11440.35
209,25401,1503.53,1.3151,6476525,10539081,10.18,39,africa,11499.37
210,25531,1510.79,1.3151,6548592,10656560,10.19,39,america,11558.16
211,25660,1516.55,1.3151,6621054,10774722,10.2,39,africa,11616.65
212,25788,1522.93,1.3151,6693911,10893540,10.21,39,africa,11674.87
213,25914,1528.54,1.3151,6767162,11013015,10.21,39,africa,11732.78
214,26040,1534.07,1.3151,6840808,11133148,10.22,39,america,11790.39
215,26164,1538.84,1.3151,6914848,11253940,10.23,39,africa,11847.66
216,26287,1544.23,1.3151,6989282,11375363,10.24,39,america,11904.62
217,26410,1548.86,1.3151,7064112,11497449,10.25,39,africa,11961.25
218,26530,1554.82,1.3151,7139269,11620167,10.26,39,america,12017.6
219,26650,1558.64,1.3151,7214822,11743521,10.26,39,asia,12073.57
220,26768,1563.78,1.3151,7290769,11867481,10.27,39,africa,12129.24
221,26885,1567.5,1.3151,7367111,11992079,10.28,39,america,12184.54
222,27000,1572.52,1.3151,7443781,12117287,10.29,39,africa,12239.54
223,27115,1575.46,1.3151,7520846,12243107,10.3,39,asia,12294.13
224,27227,1579.7,1.3151,7598239,12369539,10.3,39,america,12348.38
225,27339,1583.9,1.3151,7676028,12496557,10.31,39,asia,12402.3
226,27449,1587.38,1.3151,7754144,12624160,10.32,39,asia,12455.85
227,27558,1590.82,1.3151,7832590,12752381,10.32,39,asia,12509.04
228,27664,1593.56,1.3151,7911430,12881162,10.33,39,america,12561.83
229,27771,1596.92,1.3151,7990599,13010505,10.34,39,america,12614.26
230,27874,1599.58,1.3151,8070097,13140440,10.35,39,america,12666.3
231,27978,1602.87,1.3151,8149924,13270941,10.35,39,america,12717.98
232,28078,1605.48,1.3151,8230079,13401977,10.36,39,africa,12769.27
233,28178,1608.06,1.3151,8310563,13533584,10.37,39,asia,12820.17
234,28276,1609.95,1.3151,8391376,13665730,10.38,39,asia,12870.66
235,28373,1612.48,1.3151,8472518,13798389,10.38,39,asia,12920.78
236,28468,1614.33,1.3151,8553988,13931591,10.39,39,asia,12970.48
237,28561,1616.82,1.3151,8635722,14065310,10.39,39,africa,13019.8
238,28654,1617.99,1.3151,8717784,14199546,10.4,39,africa,13068.7
239,28744,1619.79,1.3151,8800109,14334302,10.41,39,asia,13117.19
240,28833,1620.94,1.3151,8882763,14469549,10.41,39,america,13165.25
241,28919,1623.36,1.3151,8965680,14605289,10.42,39,africa,13212.96
242,29005,1623.86,1.3151,9048926,14741496,10.43,39,africa,13260.21
243,29088,1624.98,1.3151,9132435,14878200,10.43,39,asia,13307.04
244,29171,1626.1,1.3151,9216207,15015375,10.44,39,america,13353.47
245,29250,1626.58,1.3151,9300242,15153020,10.45,39,asia,13399.45
246,29329,1627.07,1.3151,9384605,15291110,10.45,39,africa,13444.99
247,29406,1627.55,1.3151,9469232,15429645,10.46,39,america,13490.11
248,29481,1628.03,1.3151,9554122,15568628,10.46,39,africa,13534.79
249,29554,1628.53,1.3151,9639209,15708030,10.47,39,asia,13579.06
250,29626,1629.02,1.3151,9724559,15847856,10.47,39,asia,13622.9
251,29696,1628.91,1.3151,9810172,15988104,10.48,39,america,13666.3
252,29766,1627.56,1.3151,9896048,16128779,10.49,39,america,13709.21
253,29837,1628.08,1.3151,9982121,16269850,10.49,39,america,13751.7
254,29909,1628.0,1.3151,10068457,16411286,10.5,39,africa,13793.77
255,29981,1627.31,1.3151,10154991,16553115,10.5,39,asia,13835.39
256,30053,1626.03,1.3151,10241788,16695338,10.51,39,africa,13876.52
257,30125,1625.99,1.3151,10328781,16837924,10.51,39,africa,13917.24
258,30198,1625.36,1.3151,10415973,16980874,10.52,39,asia,13957.53
259,30271,1624.75,1.3151,10503427,17124186,10.53,39,asia,13997.38
260,30343,1624.16,1.3151,10591078,17267861,10.53,39,asia,14036.8
261,30416,1623.6,1.3151,10678927,17411900,10.54,39,america,14075.8
262,30490,1622.46,1.3151,10767039,17556300,10.54,39,america,14114.35
263,30563,1623.16,1.3151,10855348,17701032,10.55,39,america,14152.56
264,30637,1622.68,1.3151,10943854,17846127,10.55,39,asia,14190.35
265,30710,1622.23,1.3151,11032557,17991582,10.56,39,africa,14227.75
266,30785,1621.22,1.3151,11121524,18137400,10.57,39,asia,14264.72
267,30858,1620.83,1.3151,11210688,18283578,10.57,39,america,14301.31
268,30932,1620.47,1.3151,11300049,18430119,10.58,39,america,14337.51
269,31006,1620.15,1.3151,11389673,18576990,10.58,39,africa,14373.33
270,31081,1619.86,1.3151,11479494,18724223,10.59,39,america,14408.78
271,31155,1619.6,1.3151,11569513,18871816,10.59,39,america,14443.86
272,31229,1618.8,1.3151,11659794,19019770,10.6,39,america,14478.55
273,31303,1618.61,1.3151,11750273,19168085,10.6,39,africa,14512.89
274,31377,1619.04,1.3151,11840949,19316762,10.61,39,asia,14546.9
275,31453,1618.35,1.3151,11931888,19465799,10.62,39,asia,14580.54
276,31527,1618.27,1.3151,12023025,19615196,10.62,39,america,14613.84
277,31602,1618.23,1.3151,12114359,19764953,10.63,39,africa,14646.8
278,31677,1618.23,1.3151,12205889,19915071,10.63,39,africa,14679.44
279,31752,1618.26,1.3151,12297683,20065548,10.64,39,asia,14711.75
280,31827,1618.34,1.3151,12389675,20216386,10.64,39,africa,14743.74
281,31903,1618.45,1.3151,12481863,20367584,10.65,39,asia,14775.41
282,31978,1618.6,1.3151,12574315,20519140,10.65,39,africa,14806.78
283,32053,1618.79,1.3151,12666964,20671056,10.66,39,america,14837.84
284,32128,1619.02,1.3151,12759875,20823333,10.66,39,america,14868.61
285,32205,1619.28,1.3151,12852984,20975969,10.67,39,america,14899.07
286,32280,1620.16,1.3151,12946291,21128963,10.67,39,africa,14929.28
287,32355,1619.93,1.3151,13039860,21282317,10.68,39,africa,14959.18
288,32432,1620.88,1.3151,13133627,21436031,10.68,39,america,14988.82
289,32507,1621.3,1.3151,13227591,21590133,10.69,39,africa,15018.18
290,32584,1621.76,1.3151,13321818,21744594,10.69,39,america,15047.28
291,32660,1622.25,1.3151,13416242,21899414,10.69,39,america,15076.11
292,32736,1623.35,1.3151,13510863,22054592,10.7,39,asia,15104.7
293,32812,1623.92,1.3151,13605748,22210128,10.7,39,africa,15133.04
294,32889,1623.97,1.3151,13700829,22366054,10.71,39,america,15161.1
295,32966,1624.61,1.3151,13796174,22522337,10.71,39,america,15188.9
296,33043,1625.85,1.3151,13891716,22678978,10.72,39,asia,15216.49
297,33119,1626.56,1.3151,13987455,22836006,10.72,39,america,15243.84
298,33197,1627.31,1.3151,14083458,22993394,10.73,39,america,15270.96
299,33273,1628.65,1.3151,14179657,23151137,10.73,39,america,15297.87
300,33350,1629.48,1.3151,14276120,23309240,10.73,39,america,15324.55
301,33428,1630.88,1.3151,14372780,23467730,10.74,39,america,15351.03
302,33505,1630.68,1.3151,14469703,23626606,10.74,39,america,15377.24
303,33583,1632.15,1.3151,14566823,23785840,10.75,39,america,15403.26
304,33660,1633.65,1.3151,14664140,23945460,10.75,39,asia,15429.09
305,33738,1634.65,1.3151,14761721,24105438,10.76,39,asia,15454.71
306,33816,1636.22,1.3151,14859498,24265803,10.76,39,africa,15480.16
307,33894,1637.27,1.3151,14957539,24426524,10.76,39,africa,15505.4
308,33972,1638.36,1.3151,15055777,24587631,10.77,39,asia,15530.45
309,34050,1639.48,1.3151,15154278,24749094,10.77,39,africa,15555.3
310,34128,1641.17,1.3151,15252976,24910944,10.78,39,asia,15579.98
311,34206,1642.9,1.3151,15351937,25073151,10.78,39,america,15604.51
312,34285,1644.65,1.3151,15451096,25235744,10.78,39,africa,15628.87
313,34363,1644.82,1.3151,15550518,25398722,10.79,39,asia,15653.0
314,34442,1647.16,1.3151,15650136,25562056,10.79,39,africa,15677.01
315,34521,1648.46,1.3151,15750018,25725776,10.79,39,asia,15700.83
316,34600,1650.32,1.3151,15850097,25889880,10.8,39,asia,15724.52
317,34679,1651.15,1.3151,15950439,26054370,10.8,39,america,15748.0
318,34758,1653.59,1.3151,16050979,26219216,10.81,39,africa,15771.38
319,34837,1655.0,1.3151,16151781,26384446,10.81,39,america,15794.59
320,34917,1656.97,1.3151,16252781,26550062,10.81,39,asia,15817.66
321,34996,1658.43,1.3151,16354044,26716061,10.82,39,asia,15840.58
322,35076,1660.45,1.3151,16455504,26882446,10.82,39,asia,15863.36
323,35156,1662.49,1.3151,16557227,27049185,10.82,39,asia,15886.02
324,35235,1664.03,1.3151,16659147,27216338,10.83,39,asia,15908.53
325,35316,1666.12,1.3151,16761330,27383846,10.83,39,america,15930.92
326,35396,1668.23,1.3151,16863711,27551766,10.83,39,america,15953.19
327,35476,1670.36,1.3151,16966354,27720041,10.84,39,africa,15975.34
328,35556,1671.99,1.3151,17069195,27888730,10.84,39,africa,15997.35
329,35637,1674.17,1.3151,17172299,28057773,10.85,39,africa,16019.24
330,35717,1675.32,1.3151,17275666,28227228,10.85,39,asia,16040.98
331,35798,1678.05,1.3151,17379230,28397068,10.85,39,asia,16062.63
332,35879,1680.29,1.3151,17483057,28567260,10.86,39,asia,16084.18
333,35960,1682.02,1.3151,17587081,28737866,10.86,39,america,16105.6
334,36041,1684.3,1.3151,17691369,28908854,10.86,39,africa,16126.92
335,36122,1687.1,1.3151,17795854,29080224,10.86,39,asia,16148.16
336,36204,1688.9,1.3151,17900601,29251978,10.87,39,africa,16169.28
337,36285,1691.23,1.3151,18005612,29424113,10.87,39,america,16190.3
338,36367,1693.06,1.3151,18110820,29596661,10.88,39,asia,16211.2
339,36448,1695.93,1.3151,18216291,29769591,10.88,39,asia,16232.04
340,36530,1697.28,1.3151,18322025,29942933,10.88,39,america,16252.74
341,36612,1700.18,1.3151,18427956,30116657,10.88,39,africa,16273.37
342,36694,1702.59,1.3151,18534151,30290763,10.89,39,africa,16293.91
343,36776,1705.01,1.3151,18640542,30465280,10.89,39,africa,16314.37
344,36858,1707.45,1.3151,18747197,30640179,10.89,39,america,16334.75
345,36941,1709.9,1.3151,18854115,30815459,10.9,39,asia,16355.04
346,37024,1712.37,1.3151,18961229,30991150,10.9,49,asia,16375.25
347,37106,1714.85,1.3151,19068607,31167221,10.9,49,america,16395.38
348,37189,1717.34,1.3151,19176248,31343704,10.91,48,asia,16415.44
349,37271,1719.84,1.3151,19284086,31520567,10.91,48,africa,16435.42
350,37354,1722.36,1.3151,19392188,31697842,10.91,58,asia,16455.32
351,37437,1724.88,1.3151,19500552,31875497,10.92,87,asia,16475.15
352,37519,1727.93,1.3151,19609113,32053563,10.92,86,africa,16494.93
353,37602,1729.97,1.3151,19717938,32232040,10.92,85,asia,16514.61
354,37685,1733.03,1.3151,19827025,32410898,10.92,105,asia,16534.25
355,37769,1735.1,1.3151,19936376,32590166,10.93,115,asia,16553.8
356,37852,1737.68,1.3151,20045924,32769843,10.93,115,africa,16573.27
357,37935,1740.77,1.3151,20155735,32949900,10.93,129,asia,16592.71
358,38018,1742.87,1.3151,20265809,33130368,10.94,144,asia,16612.05
359,38102,1746.47,1.3151,20376080,33311247,10.94,143,america,16631.38
360,38186,1748.59,1.3151,20486614,33492534,10.94,142,america,16650.62
361,38269,1751.71,1.3151,20597411,33674201,10.94,157,asia,16669.83
362,38353,1754.34,1.3151,20708471,33856278,10.95,189,africa,16688.97
363,38436,1756.98,1.3151,20819729,34038765,10.95,226,africa,16708.05
364,38519,1760.12,1.3151,20931249,34221662,10.95,251,asia,16727.1
365,38601,1762.77,1.3151,21043033,34404969,10.95,275,africa,16746.08
366,38685,1764.93,1.3151,21155079,34588688,10.96,290,africa,16764.98
367,38767,1768.58,1.3151,21267323,34772816,10.96,356,asia,16783.88
368,38849,1771.25,1.3151,21379830,34957355,10.96,381,america,16802.72
369,38931,1773.93,1.3151,21492600,35142306,10.97,451,asia,16821.5
370,39012,1777.1,1.3151,21605632,35327669,10.97,555,america,16840.25
371,39092,1779.78,1.3151,21718928,35513445,10.97,596,asia,16858.95
372,39174,1782.47,1.3151,21832421,35699664,10.97,585,america,16877.59
373,39255,1785.17,1.3151,21946178,35886296,10.98,669,africa,16896.18
374,39335,1788.35,1.3151,22060197,36073340,10.98,837,asia,16914.74
375,39414,1791.05,1.3151,22174479,36260798,10.98,891,africa,16933.25
376,39494,1794.24,1.3151,22289024,36448671,10.98,941,africa,16951.73
377,39576,1796.46,1.3151,22403832,36636988,10.99,920,asia,16970.14
378,39656,1800.62,1.3151,22518838,36825717,10.99,1087,america,16988.57
379,39737,1803.34,1.3151,22634106,37014860,10.99,1059,america,17006.95
380,39818,1806.06,1.3151,22749638,37204445,10.99,1133,asia,17025.28
381,39899,1808.78,1.3151,22865433,37394444,10.99,1194,africa,17043.56
382,39980,1812.46,1.3151,22981490,37584855,11.0,1284,africa,17061.84
383,40064,1815.18,1.3151,23097811,37775709,11.0,1245,africa,17080.08
384,40146,1818.39,1.3151,23214394,37966972,11.0,1326,asia,17098.29
385,40230,1821.11,1.3151,23331175,38158677,11.0,1284,america,17116.45
386,40306,1824.32,1.3151,23448219,38350791,11.01,1742,asia,17134.59
387,40380,1827.05,1.3151,23565526,38543354,11.01,1954,asia,17152.68
388,40455,1830.73,1.3151,23683096,38736338,11.01,2046,asia,17170.77
389,40534,1833.94,1.3151,23800929,38929772,11.01,1961,america,17188.85
390,40604,1836.67,1.3151,23919025,39123651,11.01,2506,america,17206.87
391,40675,1839.87,1.3151,24037384,39317956,11.02,2627,america,17224.88
392,40746,1842.6,1.3151,24156006,39512716,11.02,2785,america,17242.84
393,40825,1845.8,1.3151,24274891,39707931,11.02,2638,asia,17260.78
394,40908,1849.0,1.3151,24394039,39903561,11.02,2496,america,17278.7
395,40989,1852.2,1.3151,24513450,40099631,11.02,2653,africa,17296.59
396,41070,1854.93,1.3151,24633124,40296144,11.03,2769,africa,17314.45
397,41145,1858.12,1.3151,24753061,40493100,11.03,3149,america,17332.28
398,41227,1861.32,1.3151,24873261,40690506,11.03,2950,africa,17350.09
399,41302,1864.51,1.3151,24993725,40888354,11.03,3359,asia,17367.88
400,41288,1867.7,1.3151,25114451,41086652,11.03,3880,america,17385.66
401,41049,1870.42,1.3151,25235440,41285506,11.03,5196,africa,17403.38
402,40926,1873.6,1.3151,25356692,41485187,11.02,4896,africa,17421.09
403,40918,1877.25,1.3151,25478207,41685556,11.01,4498,america,17438.81
404,41027,1880.43,1.3151,25599986,41886474,11.01,3973,asia,17456.5
405,41021,1883.61,1.3151,25722027,42087802,11.01,4579,africa,17474.17
406,41018,1886.78,1.3151,25844331,42289677,11.01,4666,asia,17491.83
407,41066,1890.42,1.3151,25966899,42492095,11.01,4488,africa,17509.48
408,41147,1893.59,1.3151,26089729,42694996,11.01,4358,america,17527.12
409,41098,1896.75,1.3151,26212822,42898370,11.01,5079,africa,17544.74
410,41181,1900.38,1.3151,26336179,43102342,11.01,4516,america,17562.36
411,41377,1903.54,1.3151,26459798,43306785,11.01,3920,africa,17579.96
412,41488,1907.16,1.3151,26583681,43511532,11.02,4288,asia,17597.57
413,41652,1909.85,1.3151,26707826,43716717,11.02,3997,america,17615.13
414,41890,1913.45,1.3151,26832234,43922244,11.03,3539,america,17632.69
415,42127,1916.59,1.3151,26956906,44128056,11.04,3164,africa,17650.24
416,42336,1919.73,1.3151,27081906,44334124,11.05,3200,asia,17667.76
417,42521,1923.32,1.3151,27207169,44540511,11.05,3259,asia,17685.29
418,42655,1926.91,1.3151,27332696,44747216,11.06,3651,asia,17702.82
419,42744,1930.03,1.3151,27458485,44954330,11.06,3852,asia,17720.33
420,42901,1933.15,1.3151,27584537,45161907,11.07,3439,asia,17737.81
421,43054,1936.72,1.3151,27710853,45369866,11.07,3079,asia,17755.3
422,43189,1940.28,1.3151,27837431,45578181,11.08,3357,america,17772.79
423,43301,1942.93,1.3151,27964338,45786904,11.08,3613,asia,17790.24
424,43428,1946.48,1.3151,28091508,45996063,11.08,3233,africa,17807.69
425,43445,1950.02,1.3151,28218942,46205639,11.09,4086,america,17825.14
426,43506,1953.56,1.3151,28346638,46415735,11.09,3928,america,17842.59
427,43606,1956.64,1.3151,28474597,46626328,11.09,3763,africa,17860.02
428,43424,1959.71,1.3151,28602885,46837371,11.09,5278,america,17877.42
429,43390,1963.23,1.3151,28731436,47049202,11.08,4756,africa,17894.83
430,43504,1966.29,1.3151,28860250,47261644,11.08,4093,america,17912.21
431,43706,1969.79,1.3151,28989327,47474519,11.08,3616,america,17929.59
432,43896,1973.29,1.3151,29118667,47687722,11.09,3520,america,17946.97
433,44076,1975.88,1.3151,29248336,47901267,11.09,3130,asia,17964.31
434,44241,1979.8,1.3151,29378268,48115166,11.1,3114,asia,17981.67
435,44399,1983.28,1.3151,29508463,48329436,11.1,2781,asia,17999.02
436,44551,1986.75,1.3151,29638921,48544088,11.11,2492,asia,18016.38
437,44678,1989.76,1.3151,29769708,48759126,11.11,3176,america,18033.71
438,44787,1993.66,1.3151,29900757,48974583,11.12,3684,africa,18051.06
439,44872,1996.67,1.3151,30032070,49190478,11.12,3804,africa,18068.38
440,44988,2000.1,1.3151,30163646,49406872,11.12,3396,america,18085.7
441,45104,2003.09,1.3151,30295550,49623696,11.13,3259,asia,18103.0
442,45224,2006.96,1.3151,30427718,49840952,11.13,2921,america,18120.31
443,45344,2009.93,1.3151,30560148,50058663,11.13,2625,asia,18137.6
444,45460,2013.34,1.3151,30692842,50276800,11.14,2683,asia,18154.89
445,45577,2016.74,1.3151,30825864,50495368,11.14,2420,america,18172.16
446,45606,2020.13,1.3151,30959150,50714366,11.14,4045,america,18189.44
447,45708,2023.96,1.3151,31092698,50933928,11.14,3626,africa,18206.73
448,45760,2026.89,1.3151,31226575,51153939,11.14,4005,america,18223.99
449,45824,2030.26,1.3151,31360716,51374487,11.14,3988,asia,18241.25
450,45932,2033.62,1.3151,31495119,51595528,11.14,3793,america,18258.5
451,46032,2036.97,1.3151,31629851,51817010,11.15,3831,america,18275.75
452,46151,2040.32,1.3151,31764846,52038971,11.15,3431,asia,18292.99
453,46217,2043.65,1.3151,31900104,52261390,11.15,4008,africa,18310.22
454,46321,2046.98,1.3151,32035691,52484300,11.15,3846,africa,18327.44
455,46427,2050.74,1.3151,32171540,52707684,11.16,3838,america,18344.68
456,46501,2053.61,1.3151,32307653,52931542,11.16,4012,africa,18361.89
457,46622,2057.35,1.3151,32444095,53155881,11.16,3585,africa,18379.11
458,46736,2060.65,1.3151,32580800,53380674,11.16,3723,asia,18396.32
459,46735,2063.5,1.3151,32717833,53605931,11.17,4421,america,18413.5
460,46847,2067.21,1.3151,32855129,53831789,11.16,3921,america,18430.69
461,46905,2070.48,1.3151,32992689,54058113,11.17,4209,america,18447.87
462,47019,2074.17,1.3151,33130577,54284937,11.17,3957,asia,18465.06
463,47151,2077.42,1.3151,33268728,54512224,11.17,3848,africa,18482.25
464,47176,2080.23,1.3151,33407208,54739953,11.17,4401,america,18499.39
465,47309,2084.33,1.3151,33545951,54968252,11.17,3908,asia,18516.57
466,47432,2087.13,1.3151,33685023,55196991,11.18,3940,asia,18533.72
467,47568,2090.34,1.3151,33824358,55426182,11.18,3513,africa,18550.86
468,47613,2094.41,1.3151,33963956,55655811,11.18,4318,africa,18568.02
469,47676,2097.61,1.3151,34103883,55885985,11.18,4280,asia,18585.17
470,47818,2100.81,1.3151,34244072,56116684,11.18,3808,asia,18602.31
471,47950,2104.42,1.3151,34384591,56347812,11.19,3913,america,18619.46
472,48080,2107.59,1.3151,34525372,56579412,11.19,3773,asia,18636.59
473,48171,2110.76,1.3151,34666482,56811456,11.19,4101,africa,18653.7
474,48300,2114.34,1.3151,34807856,57043991,11.2,3654,africa,18670.83
475,48424,2117.92,1.3151,34949558,57276971,11.2,3607,asia,18687.96
476,48553,2121.06,1.3151,35091523,57510432,11.2,3225,africa,18705.07
477,48675,2124.19,1.3151,35233817,57744339,11.21,3255,africa,18722.17
478,48795,2127.74,1.3151,35376373,57978699,11.21,3228,america,18739.27
479,48917,2130.85,1.3151,35519259,58213545,11.21,2899,america,18756.35
480,49017,2134.8,1.3151,35662408,58448844,11.21,3851,asia,18773.46
481,49052,2137.9,1.3151,35805885,58684654,11.22,4355,africa,18790.55
482,49127,2140.99,1.3151,35949691,58921022,11.22,4213,america,18807.63
483,49248,2144.49,1.3151,36093760,59157929,11.22,3766,africa,18824.7
484,49309,2147.56,1.3151,36238158,59395292,11.22,4315,africa,18841.76
485,49408,2151.04,1.3151,36382819,59633211,11.22,4160,africa,18858.82
486,49473,2154.93,1.3151,36527809,59871611,11.22,4352,asia,18875.9
487,49605,2158.4,1.3151,36673062,60110564,11.22,3884,asia,18892.98
488,49489,2161.43,1.3151,36818644,60349988,11.23,5348,america,18910.04
489,49458,2164.88,1.3151,36964554,60590151,11.22,5115,america,18927.1
490,49577,2168.32,1.3151,37110727,60830981,11.22,4452,asia,18944.16
491,49768,2171.32,1.3151,37257229,61072299,11.22,3954,america,18961.2
492,49952,2174.74,1.3151,37403995,61314017,11.23,3522,asia,18978.24
493,50052,2178.15,1.3151,37551088,61556115,11.23,4403,asia,18995.28
494,50104,2181.55,1.3151,37698511,61798722,11.23,4677,asia,19012.31
495,50104,2184.93,1.3151,37846197,62041898,11.23,5011,africa,19029.34
496,50243,2188.31,1.3151,37994211,62285703,11.23,4381,asia,19046.37
497,50402,2191.69,1.3151,38142555,62529971,11.24,4242,africa,19063.39
498,50581,2195.05,1.3151,38291161,62774679,11.24,3768,america,19080.41
499,50749,2198.4,1.3151,38440096,63019802,11.24,3661,america,19097.43
500,50817,2201.74,1.3151,38589360,63265353,11.25,4581,asia,19114.44
501,50971,2205.07,1.3151,38738887,63511482,11.25,4068,america,19131.45
502,51044,2208.4,1.3151,38888742,63758057,11.25,4557,africa,19148.45
503,51050,2211.71,1.3151,39038927,64005174,11.25,4961,africa,19165.45
504,51187,2215.43,1.3151,39189440,64252914,11.25,4359,africa,19182.45
505,51338,2218.72,1.3151,39340216,64501150,11.26,4262,asia,19199.46
506,51331,2222.01,1.3151,39491321,64749834,11.26,5083,asia,19216.45
507,51463,2225.29,1.3151,39642755,64999157,11.26,4448,africa,19233.44
508,51526,2228.15,1.3151,39794518,65248982,11.26,4808,asia,19250.4
509,51650,2231.81,1.3151,39946543,65499360,11.26,4534,asia,19267.37
510,51658,2235.47,1.3151,40098897,65750220,11.26,5149,africa,19284.35
511,51807,2238.71,1.3151,40251581,66001731,11.26,4493,africa,19301.32
512,51764,2242.35,1.3151,40404592,66253692,11.27,5491,america,19318.31
513,51891,2245.57,1.3151,40557867,66506366,11.26,4734,asia,19335.28
514,52054,2249.19,1.3151,40711471,66759516,11.27,4533,asia,19352.26
515,52190,2251.99,1.3151,40865403,67013132,11.27,4637,asia,19369.21
516,52318,2255.58,1.3151,41019665,67267244,11.27,4661,asia,19386.17
517,52463,2259.17,1.3151,41174255,67521832,11.28,4565,america,19403.14
518,52539,2262.75,1.3151,41329108,67776906,11.28,4904,america,19420.11
519,52608,2265.52,1.3151,41484290,68032550,11.28,4980,africa,19437.06
520,52799,2269.07,1.3151,41639800,68288770,11.28,4378,asia,19454.0
521,52883,2272.62,1.3151,41795639,68545391,11.29,4874,asia,19470.96
522,52870,2276.16,1.3151,41951808,68802572,11.29,5436,america,19487.92
523,52919,2278.89,1.3151,42108305,69060428,11.29,5223,africa,19504.85
524,53107,2282.41,1.3151,42265130,69318885,11.29,4550,africa,19521.78
525,53270,2286.32,1.3151,42422219,69577776,11.29,4619,america,19538.73
526,53431,2289.42,1.3151,42579636,69837132,11.29,4587,africa,19555.67
527,53623,2292.91,1.3151,42737383,70096955,11.3,4326,africa,19572.61
528,53673,2296.39,1.3151,42895458,70357208,11.3,5078,asia,19589.56
529,53778,2299.47,1.3151,43053861,70618060,11.3,4847,africa,19606.49
530,53852,2302.93,1.3151,43212594,70879446,11.3,5028,asia,19623.42
531,54046,2306.38,1.3151,43371655,71141404,11.31,4428,asia,19640.35
532,54135,2309.42,1.3151,43531045,71403819,11.31,4920,america,19657.26
533,54321,2312.85,1.3151,43690764,71666787,11.31,4339,america,19674.17
534,54503,2316.27,1.3151,43850812,71930192,11.32,3839,africa,19691.09
535,54680,2319.69,1.3151,44011188,72194038,11.32,3409,asia,19708.0
536,54825,2322.69,1.3151,44171894,72458362,11.32,4392,africa,19724.89
537,54966,2326.08,1.3151,44332928,72723172,11.33,4225,asia,19741.79
538,55083,2329.07,1.3151,44494290,72988503,11.33,4581,america,19758.66
539,55152,2332.83,1.3151,44655982,73254353,11.33,4850,america,19775.55
540,55294,2335.8,1.3151,44818002,73520811,11.33,4300,africa,19792.41
541,55325,2339.55,1.3151,44980351,73787758,11.34,5080,africa,19809.3
542,55474,2342.5,1.3151,45143029,74055358,11.33,4499,africa,19826.16
543,55616,2346.22,1.3151,45306036,74323439,11.34,4498,africa,19843.03
544,55744,2349.16,1.3151,45469371,74592040,11.34,4598,america,19859.89
545,55818,2352.86,1.3151,45633036,74861147,11.34,4891,africa,19876.75
546,55963,2356.16,1.3151,45797028,75130856,11.34,4339,america,19893.62
547,55975,2359.85,1.3151,45961350,75401050,11.35,5246,africa,19910.49
548,56121,2362.75,1.3151,46126001,75671920,11.35,4638,america,19927.34
549,55896,2366.41,1.3151,46290980,75943305,11.35,6606,africa,19944.21
550,55829,2369.68,1.3151,46456288,76215620,11.34,6092,america,19961.07
551,55958,2373.32,1.3151,46621925,76488705,11.34,5224,america,19977.93
552,56137,2376.57,1.3151,46787891,76762325,11.34,4955,africa,19994.8
553,56346,2379.81,1.3151,46954185,77036421,11.34,4737,asia,20011.65
554,56563,2383.43,1.3151,47120808,77310956,11.35,4553,africa,20028.51
555,56621,2386.65,1.3151,47287760,77585920,11.35,5385,america,20045.37
556,56812,2389.86,1.3151,47455041,77861505,11.35,4732,asia,20062.21
557,56973,2393.44,1.3151,47622650,78137550,11.36,4826,africa,20079.06
558,57150,2396.25,1.3151,47790654,78414093,11.36,4709,asia,20095.89
559,57173,2399.81,1.3151,47958987,78691113,11.37,5490,america,20112.72
560,57177,2403.37,1.3151,48127649,78968795,11.36,5684,africa,20129.56
561,57280,2406.53,1.3151,48296639,79247193,11.36,5274,africa,20146.39
